Index Nabijacky;Index Udalosti;Cas Zaciatku;Cas Konca;CasTrvania;Miesto;Rychlost nabijania
0;78;896;901;5;25;2.0
0;79;901;906;5;25;2.0
0;80;906;911;5;25;2.0
0;81;911;916;5;25;2.0
0;82;916;921;5;25;2.0
0;83;921;926;5;25;2.0
0;84;926;931;5;25;2.0
0;85;931;936;5;25;2.0
0;86;936;941;5;25;2.0
0;87;941;946;5;25;2.0
0;88;946;951;5;25;2.0
0;89;951;956;5;25;2.0
0;90;956;961;5;25;2.0
0;91;961;966;5;25;2.0
0;92;966;971;5;25;2.0
0;93;971;976;5;25;2.0
0;94;976;981;5;25;2.0
0;95;981;986;5;25;2.0
0;96;986;991;5;25;2.0
0;97;991;996;5;25;2.0
0;98;996;1001;5;25;2.0
0;99;1001;1006;5;25;2.0
0;100;1006;1011;5;25;2.0
0;101;1011;1016;5;25;2.0
0;102;1016;1026;10;25;2.0
0;103;1026;1031;5;25;2.0
0;104;1031;1041;10;25;2.0
0;105;1041;1046;5;25;2.0
0;106;1046;1056;10;25;2.0
0;107;1056;1061;5;25;2.0
0;108;1061;1071;10;25;2.0
0;109;1071;1076;5;25;2.0
0;110;1076;1086;10;25;2.0
0;111;1086;1091;5;25;2.0
0;112;1091;1101;10;25;2.0
0;113;1101;1106;5;25;2.0
0;114;1106;1116;10;25;2.0
0;115;1116;1118;2;25;2.0
0;116;1118;1128;10;25;2.0
0;117;1128;1133;5;25;2.0
0;118;1133;1143;10;25;2.0
0;119;1143;1148;5;25;2.0
0;120;1148;1158;10;25;2.0
0;121;1158;1163;5;25;2.0
0;122;1163;1178;15;25;2.0
0;123;1178;1183;5;25;2.0
0;124;1183;1198;15;25;2.0
0;125;1198;1203;5;25;2.0
0;126;1203;1218;15;25;2.0
0;127;1218;1228;10;25;2.0
0;128;1228;1238;10;25;2.0
0;129;1238;1253;15;25;2.0
0;130;1253;1263;10;25;2.0
0;131;1263;1278;15;25;2.0
0;132;1278;1288;10;25;2.0
0;133;1288;1303;15;25;2.0
0;134;1303;1313;10;25;2.0
0;135;1313;1323;10;25;2.0
0;136;1323;1338;15;25;2.0
0;137;1338;1343;5;25;2.0
0;138;1343;1364;21;25;2.0
0;139;1364;1366;2;25;2.0
0;140;1366;1383;17;25;2.0
0;141;1383;1398;15;25;2.0
0;142;1398;1413;15;25;2.0
0;143;1413;1428;15;25;2.0
0;144;1428;1443;15;25;2.0
0;145;1443;1458;15;25;2.0
0;146;1458;1473;15;25;2.0
0;147;1473;1488;15;25;2.0
0;148;1488;1503;15;25;2.0
0;149;1503;1518;15;25;2.0
0;150;1518;1533;15;25;2.0
0;151;1533;1548;15;25;2.0
0;152;1548;1563;15;25;2.0
0;153;1563;1578;15;25;2.0
0;154;1578;1593;15;25;2.0
0;155;1593;1608;15;25;2.0
0;156;1608;1623;15;25;2.0
0;157;1623;1638;15;25;2.0
0;158;1638;1653;15;25;2.0
0;159;1653;1668;15;25;2.0
0;160;1668;1680;12;25;2.0
1;0;242;332;90;42;2.0
1;1;332;340;8;42;2.0
1;2;340;347;7;42;2.0
1;3;347;355;8;42;2.0
1;4;355;362;7;42;2.0
1;5;362;368;6;42;2.0
1;6;368;376;8;42;2.0
1;7;376;380;4;42;2.0
1;8;380;386;6;42;2.0
1;9;386;390;4;42;2.0
1;10;390;396;6;42;2.0
1;11;396;400;4;42;2.0
1;12;400;406;6;42;2.0
1;13;406;410;4;42;2.0
1;14;410;416;6;42;2.0
1;15;416;420;4;42;2.0
1;16;420;426;6;42;2.0
1;17;426;430;4;42;2.0
1;18;430;436;6;42;2.0
1;19;436;440;4;42;2.0
1;20;440;446;6;42;2.0
1;21;446;450;4;42;2.0
1;22;450;456;6;42;2.0
1;23;456;460;4;42;2.0
1;24;460;466;6;42;2.0
1;25;466;470;4;42;2.0
1;26;470;476;6;42;2.0
1;27;476;480;4;42;2.0
1;28;480;486;6;42;2.0
1;29;486;490;4;42;2.0
1;30;490;505;15;42;2.0
1;31;505;506;1;42;2.0
1;32;506;522;16;42;2.0
1;33;522;526;4;42;2.0
1;34;526;540;14;42;2.0
1;35;540;546;6;42;2.0
1;36;546;560;14;42;2.0
1;37;560;566;6;42;2.0
1;38;566;580;14;42;2.0
1;39;580;586;6;42;2.0
1;40;586;600;14;42;2.0
1;41;600;606;6;42;2.0
1;42;606;620;14;42;2.0
1;43;620;626;6;42;2.0
1;44;626;640;14;42;2.0
1;45;640;646;6;42;2.0
1;46;646;660;14;42;2.0
1;47;660;666;6;42;2.0
1;48;666;680;14;42;2.0
1;49;680;686;6;42;2.0
1;50;686;700;14;42;2.0
1;51;700;706;6;42;2.0
1;52;706;720;14;42;2.0
1;53;720;726;6;42;2.0
1;54;726;740;14;42;2.0
1;55;740;746;6;42;2.0
1;56;746;760;14;42;2.0
1;57;760;766;6;42;2.0
1;58;766;780;14;42;2.0
1;59;780;786;6;42;2.0
1;60;786;796;10;42;2.0
1;61;796;800;4;42;2.0
1;62;800;806;6;42;2.0
1;63;806;816;10;42;2.0
1;64;816;820;4;42;2.0
1;65;820;826;6;42;2.0
1;66;826;836;10;42;2.0
1;67;836;840;4;42;2.0
1;68;840;846;6;42;2.0
1;69;846;850;4;42;2.0
1;70;850;856;6;42;2.0
1;71;856;860;4;42;2.0
1;72;860;866;6;42;2.0
1;73;866;870;4;42;2.0
1;74;870;876;6;42;2.0
1;75;876;880;4;42;2.0
1;76;880;886;6;42;2.0
1;77;886;890;4;42;2.0
1;78;890;896;6;42;2.0
1;79;896;900;4;42;2.0
1;80;900;906;6;42;2.0
1;81;906;910;4;42;2.0
1;82;910;916;6;42;2.0
1;83;916;920;4;42;2.0
1;84;920;926;6;42;2.0
1;85;926;930;4;42;2.0
1;86;930;936;6;42;2.0
1;87;936;940;4;42;2.0
1;88;940;946;6;42;2.0
1;89;946;950;4;42;2.0
1;90;950;956;6;42;2.0
1;91;956;960;4;42;2.0
1;92;960;966;6;42;2.0
1;93;966;970;4;42;2.0
1;94;970;976;6;42;2.0
1;95;976;980;4;42;2.0
1;96;980;986;6;42;2.0
1;97;986;990;4;42;2.0
1;98;990;996;6;42;2.0
1;99;996;1000;4;42;2.0
1;100;1000;1006;6;42;2.0
1;101;1006;1010;4;42;2.0
1;102;1010;1016;6;42;2.0
1;103;1016;1025;9;42;2.0
1;104;1025;1031;6;42;2.0
1;105;1031;1040;9;42;2.0
1;106;1040;1046;6;42;2.0
1;107;1046;1055;9;42;2.0
1;108;1055;1061;6;42;2.0
1;109;1061;1070;9;42;2.0
1;110;1070;1076;6;42;2.0
1;111;1076;1085;9;42;2.0
1;112;1085;1091;6;42;2.0
1;113;1091;1100;9;42;2.0
1;114;1100;1106;6;42;2.0
1;115;1106;1115;9;42;2.0
1;116;1115;1118;3;42;2.0
1;117;1118;1127;9;42;2.0
1;118;1127;1133;6;42;2.0
1;119;1133;1142;9;42;2.0
1;120;1142;1148;6;42;2.0
1;121;1148;1157;9;42;2.0
1;122;1157;1163;6;42;2.0
1;123;1163;1177;14;42;2.0
1;124;1177;1183;6;42;2.0
1;125;1183;1197;14;42;2.0
1;126;1197;1203;6;42;2.0
1;127;1203;1217;14;42;2.0
1;128;1217;1228;11;42;2.0
1;129;1228;1237;9;42;2.0
1;130;1237;1253;16;42;2.0
1;131;1253;1262;9;42;2.0
1;132;1262;1278;16;42;2.0
1;133;1278;1287;9;42;2.0
1;134;1287;1303;16;42;2.0
1;135;1303;1312;9;42;2.0
1;136;1312;1323;11;42;2.0
1;137;1323;1337;14;42;2.0
1;138;1337;1343;6;42;2.0
1;139;1343;1364;21;42;2.0
1;140;1364;1365;1;42;2.0
1;141;1365;1382;17;42;2.0
1;142;1382;1397;15;42;2.0
1;143;1397;1412;15;42;2.0
1;144;1412;1427;15;42;2.0
1;145;1427;1442;15;42;2.0
1;146;1442;1457;15;42;2.0
1;147;1457;1472;15;42;2.0
1;148;1472;1487;15;42;2.0
1;149;1487;1502;15;42;2.0
1;150;1502;1517;15;42;2.0
1;151;1517;1532;15;42;2.0
1;152;1532;1547;15;42;2.0
1;153;1547;1562;15;42;2.0
1;154;1562;1577;15;42;2.0
1;155;1577;1592;15;42;2.0
1;156;1592;1607;15;42;2.0
1;157;1607;1622;15;42;2.0
1;158;1622;1637;15;42;2.0
1;159;1637;1652;15;42;2.0
1;160;1652;1667;15;42;2.0
1;161;1667;1680;13;42;2.0
2;0;246;335;89;49;2.0
2;1;335;343;8;49;2.0
2;2;343;350;7;49;2.0
2;3;350;358;8;49;2.0
2;4;358;365;7;49;2.0
2;5;365;371;6;49;2.0
2;6;371;379;8;49;2.0
2;7;379;383;4;49;2.0
2;8;383;389;6;49;2.0
2;9;389;393;4;49;2.0
2;10;393;399;6;49;2.0
2;11;399;403;4;49;2.0
2;12;403;409;6;49;2.0
2;13;409;413;4;49;2.0
2;14;413;419;6;49;2.0
2;15;419;423;4;49;2.0
2;16;423;429;6;49;2.0
2;17;429;433;4;49;2.0
2;18;433;439;6;49;2.0
2;19;439;443;4;49;2.0
2;20;443;449;6;49;2.0
2;21;449;453;4;49;2.0
2;22;453;459;6;49;2.0
2;23;459;463;4;49;2.0
2;24;463;469;6;49;2.0
2;25;469;473;4;49;2.0
2;26;473;479;6;49;2.0
2;27;479;483;4;49;2.0
2;28;483;489;6;49;2.0
2;29;489;493;4;49;2.0
2;30;493;508;15;49;2.0
2;31;508;509;1;49;2.0
2;32;509;525;16;49;2.0
2;33;525;529;4;49;2.0
2;34;529;543;14;49;2.0
2;35;543;549;6;49;2.0
2;36;549;563;14;49;2.0
2;37;563;569;6;49;2.0
2;38;569;583;14;49;2.0
2;39;583;589;6;49;2.0
2;40;589;603;14;49;2.0
2;41;603;609;6;49;2.0
2;42;609;623;14;49;2.0
2;43;623;629;6;49;2.0
2;44;629;643;14;49;2.0
2;45;643;649;6;49;2.0
2;46;649;663;14;49;2.0
2;47;663;669;6;49;2.0
2;48;669;683;14;49;2.0
2;49;683;689;6;49;2.0
2;50;689;703;14;49;2.0
2;51;703;709;6;49;2.0
2;52;709;723;14;49;2.0
2;53;723;729;6;49;2.0
2;54;729;743;14;49;2.0
2;55;743;749;6;49;2.0
2;56;749;763;14;49;2.0
2;57;763;769;6;49;2.0
2;58;769;783;14;49;2.0
2;59;783;789;6;49;2.0
2;60;789;799;10;49;2.0
2;61;799;803;4;49;2.0
2;62;803;809;6;49;2.0
2;63;809;819;10;49;2.0
2;64;819;823;4;49;2.0
2;65;823;829;6;49;2.0
2;66;829;839;10;49;2.0
2;67;839;843;4;49;2.0
2;68;843;849;6;49;2.0
2;69;849;853;4;49;2.0
2;70;853;859;6;49;2.0
2;71;859;863;4;49;2.0
2;72;863;869;6;49;2.0
2;73;869;873;4;49;2.0
2;74;873;879;6;49;2.0
2;75;879;883;4;49;2.0
2;76;883;889;6;49;2.0
2;77;889;893;4;49;2.0
2;78;893;899;6;49;2.0
2;79;899;903;4;49;2.0
2;80;903;909;6;49;2.0
2;81;909;913;4;49;2.0
2;82;913;919;6;49;2.0
2;83;919;923;4;49;2.0
2;84;923;929;6;49;2.0
2;85;929;933;4;49;2.0
2;86;933;939;6;49;2.0
2;87;939;943;4;49;2.0
2;88;943;949;6;49;2.0
2;89;949;953;4;49;2.0
2;90;953;959;6;49;2.0
2;91;959;963;4;49;2.0
2;92;963;969;6;49;2.0
2;93;969;973;4;49;2.0
2;94;973;979;6;49;2.0
2;95;979;983;4;49;2.0
2;96;983;989;6;49;2.0
2;97;989;993;4;49;2.0
2;98;993;999;6;49;2.0
2;99;999;1003;4;49;2.0
2;100;1003;1009;6;49;2.0
2;101;1009;1013;4;49;2.0
2;102;1013;1019;6;49;2.0
2;103;1019;1028;9;49;2.0
2;104;1028;1034;6;49;2.0
2;105;1034;1043;9;49;2.0
2;106;1043;1049;6;49;2.0
2;107;1049;1058;9;49;2.0
2;108;1058;1064;6;49;2.0
2;109;1064;1073;9;49;2.0
2;110;1073;1079;6;49;2.0
2;111;1079;1088;9;49;2.0
2;112;1088;1094;6;49;2.0
2;113;1094;1103;9;49;2.0
2;114;1103;1109;6;49;2.0
2;115;1109;1118;9;49;2.0
2;116;1118;1121;3;49;2.0
2;117;1121;1130;9;49;2.0
2;118;1130;1136;6;49;2.0
2;119;1136;1145;9;49;2.0
2;120;1145;1151;6;49;2.0
2;121;1151;1160;9;49;2.0
2;122;1160;1166;6;49;2.0
2;123;1166;1180;14;49;2.0
2;124;1180;1186;6;49;2.0
2;125;1186;1200;14;49;2.0
2;126;1200;1206;6;49;2.0
2;127;1206;1220;14;49;2.0
2;128;1220;1231;11;49;2.0
2;129;1231;1240;9;49;2.0
2;130;1240;1256;16;49;2.0
2;131;1256;1265;9;49;2.0
2;132;1265;1281;16;49;2.0
2;133;1281;1290;9;49;2.0
2;134;1290;1306;16;49;2.0
2;135;1306;1315;9;49;2.0
2;136;1315;1326;11;49;2.0
2;137;1326;1340;14;49;2.0
2;138;1340;1346;6;49;2.0
2;139;1346;1367;21;49;2.0
2;140;1367;1368;1;49;2.0
2;141;1368;1385;17;49;2.0
2;142;1385;1400;15;49;2.0
2;143;1400;1415;15;49;2.0
2;144;1415;1430;15;49;2.0
2;145;1430;1445;15;49;2.0
2;146;1445;1460;15;49;2.0
2;147;1460;1475;15;49;2.0
2;148;1475;1490;15;49;2.0
2;149;1490;1505;15;49;2.0
2;150;1505;1520;15;49;2.0
2;151;1520;1535;15;49;2.0
2;152;1535;1550;15;49;2.0
2;153;1550;1565;15;49;2.0
2;154;1565;1580;15;49;2.0
2;155;1580;1595;15;49;2.0
2;156;1595;1610;15;49;2.0
2;157;1610;1625;15;49;2.0
2;158;1625;1640;15;49;2.0
2;159;1640;1655;15;49;2.0
2;160;1655;1670;15;49;2.0
2;161;1670;1680;10;49;2.0
3;0;244;331;87;77;2.0
3;1;331;340;9;77;2.0
3;2;340;346;6;77;2.0
3;3;346;355;9;77;2.0
3;4;355;361;6;77;2.0
3;5;361;368;7;77;2.0
3;6;368;375;7;77;2.0
3;7;375;380;5;77;2.0
3;8;380;385;5;77;2.0
3;9;385;390;5;77;2.0
3;10;390;395;5;77;2.0
3;11;395;400;5;77;2.0
3;12;400;405;5;77;2.0
3;13;405;410;5;77;2.0
3;14;410;415;5;77;2.0
3;15;415;420;5;77;2.0
3;16;420;425;5;77;2.0
3;17;425;430;5;77;2.0
3;18;430;435;5;77;2.0
3;19;435;440;5;77;2.0
3;20;440;445;5;77;2.0
3;21;445;450;5;77;2.0
3;22;450;455;5;77;2.0
3;23;455;460;5;77;2.0
3;24;460;465;5;77;2.0
3;25;465;470;5;77;2.0
3;26;470;475;5;77;2.0
3;27;475;480;5;77;2.0
3;28;480;485;5;77;2.0
3;29;485;490;5;77;2.0
3;30;490;505;15;77;2.0
3;31;505;522;17;77;2.0
3;32;522;525;3;77;2.0
3;33;525;540;15;77;2.0
3;34;540;545;5;77;2.0
3;35;545;560;15;77;2.0
3;36;560;565;5;77;2.0
3;37;565;580;15;77;2.0
3;38;580;585;5;77;2.0
3;39;585;600;15;77;2.0
3;40;600;605;5;77;2.0
3;41;605;620;15;77;2.0
3;42;620;625;5;77;2.0
3;43;625;640;15;77;2.0
3;44;640;645;5;77;2.0
3;45;645;660;15;77;2.0
3;46;660;665;5;77;2.0
3;47;665;680;15;77;2.0
3;48;680;685;5;77;2.0
3;49;685;700;15;77;2.0
3;50;700;705;5;77;2.0
3;51;705;720;15;77;2.0
3;52;720;725;5;77;2.0
3;53;725;740;15;77;2.0
3;54;740;745;5;77;2.0
3;55;745;760;15;77;2.0
3;56;760;765;5;77;2.0
3;57;765;780;15;77;2.0
3;58;780;785;5;77;2.0
3;59;785;795;10;77;2.0
3;60;795;800;5;77;2.0
3;61;800;805;5;77;2.0
3;62;805;815;10;77;2.0
3;63;815;820;5;77;2.0
3;64;820;825;5;77;2.0
3;65;825;835;10;77;2.0
3;66;835;840;5;77;2.0
3;67;840;845;5;77;2.0
3;68;845;850;5;77;2.0
3;69;850;855;5;77;2.0
3;70;855;860;5;77;2.0
3;71;860;865;5;77;2.0
3;72;865;870;5;77;2.0
3;73;870;875;5;77;2.0
3;74;875;880;5;77;2.0
3;75;880;885;5;77;2.0
3;76;885;890;5;77;2.0
3;77;890;895;5;77;2.0
3;78;895;900;5;77;2.0
3;79;900;905;5;77;2.0
3;80;905;910;5;77;2.0
3;81;910;915;5;77;2.0
3;82;915;920;5;77;2.0
3;83;920;925;5;77;2.0
3;84;925;930;5;77;2.0
3;85;930;935;5;77;2.0
3;86;935;940;5;77;2.0
3;87;940;945;5;77;2.0
3;88;945;950;5;77;2.0
3;89;950;955;5;77;2.0
3;90;955;960;5;77;2.0
3;91;960;965;5;77;2.0
3;92;965;970;5;77;2.0
3;93;970;975;5;77;2.0
3;94;975;980;5;77;2.0
3;95;980;985;5;77;2.0
3;96;985;990;5;77;2.0
3;97;990;995;5;77;2.0
3;98;995;1000;5;77;2.0
3;99;1000;1005;5;77;2.0
3;100;1005;1010;5;77;2.0
3;101;1010;1015;5;77;2.0
3;102;1015;1025;10;77;2.0
3;103;1025;1030;5;77;2.0
3;104;1030;1040;10;77;2.0
3;105;1040;1045;5;77;2.0
3;106;1045;1055;10;77;2.0
3;107;1055;1060;5;77;2.0
3;108;1060;1070;10;77;2.0
3;109;1070;1075;5;77;2.0
3;110;1075;1085;10;77;2.0
3;111;1085;1090;5;77;2.0
3;112;1090;1100;10;77;2.0
3;113;1100;1105;5;77;2.0
3;114;1105;1115;10;77;2.0
3;115;1115;1117;2;77;2.0
3;116;1117;1127;10;77;2.0
3;117;1127;1132;5;77;2.0
3;118;1132;1142;10;77;2.0
3;119;1142;1147;5;77;2.0
3;120;1147;1157;10;77;2.0
3;121;1157;1162;5;77;2.0
3;122;1162;1177;15;77;2.0
3;123;1177;1182;5;77;2.0
3;124;1182;1197;15;77;2.0
3;125;1197;1202;5;77;2.0
3;126;1202;1217;15;77;2.0
3;127;1217;1227;10;77;2.0
3;128;1227;1237;10;77;2.0
3;129;1237;1252;15;77;2.0
3;130;1252;1262;10;77;2.0
3;131;1262;1277;15;77;2.0
3;132;1277;1287;10;77;2.0
3;133;1287;1302;15;77;2.0
3;134;1302;1312;10;77;2.0
3;135;1312;1322;10;77;2.0
3;136;1322;1337;15;77;2.0
3;137;1337;1342;5;77;2.0
3;138;1342;1363;21;77;2.0
3;139;1363;1365;2;77;2.0
3;140;1365;1382;17;77;2.0
3;141;1382;1397;15;77;2.0
3;142;1397;1412;15;77;2.0
3;143;1412;1427;15;77;2.0
3;144;1427;1442;15;77;2.0
3;145;1442;1457;15;77;2.0
3;146;1457;1472;15;77;2.0
3;147;1472;1487;15;77;2.0
3;148;1487;1502;15;77;2.0
3;149;1502;1517;15;77;2.0
3;150;1517;1532;15;77;2.0
3;151;1532;1547;15;77;2.0
3;152;1547;1562;15;77;2.0
3;153;1562;1577;15;77;2.0
3;154;1577;1592;15;77;2.0
3;155;1592;1607;15;77;2.0
3;156;1607;1622;15;77;2.0
3;157;1622;1637;15;77;2.0
3;158;1637;1652;15;77;2.0
3;159;1652;1667;15;77;2.0
3;160;1667;1680;13;77;2.0
4;0;243;329;86;93;2.0
4;1;329;336;7;93;2.0
4;2;336;344;8;93;2.0
4;3;344;351;7;93;2.0
4;4;351;359;8;93;2.0
4;5;359;364;5;93;2.0
4;6;364;373;9;93;2.0
4;7;373;376;3;93;2.0
4;8;376;383;7;93;2.0
4;9;383;386;3;93;2.0
4;10;386;393;7;93;2.0
4;11;393;396;3;93;2.0
4;12;396;403;7;93;2.0
4;13;403;406;3;93;2.0
4;14;406;413;7;93;2.0
4;15;413;416;3;93;2.0
4;16;416;423;7;93;2.0
4;17;423;426;3;93;2.0
4;18;426;433;7;93;2.0
4;19;433;436;3;93;2.0
4;20;436;443;7;93;2.0
4;21;443;446;3;93;2.0
4;22;446;453;7;93;2.0
4;23;453;456;3;93;2.0
4;24;456;463;7;93;2.0
4;25;463;466;3;93;2.0
4;26;466;473;7;93;2.0
4;27;473;476;3;93;2.0
4;28;476;483;7;93;2.0
4;29;483;486;3;93;2.0
4;30;486;501;15;93;2.0
4;31;501;503;2;93;2.0
4;32;503;518;15;93;2.0
4;33;518;523;5;93;2.0
4;34;523;536;13;93;2.0
4;35;536;543;7;93;2.0
4;36;543;556;13;93;2.0
4;37;556;563;7;93;2.0
4;38;563;576;13;93;2.0
4;39;576;583;7;93;2.0
4;40;583;596;13;93;2.0
4;41;596;603;7;93;2.0
4;42;603;616;13;93;2.0
4;43;616;623;7;93;2.0
4;44;623;636;13;93;2.0
4;45;636;643;7;93;2.0
4;46;643;656;13;93;2.0
4;47;656;663;7;93;2.0
4;48;663;676;13;93;2.0
4;49;676;683;7;93;2.0
4;50;683;696;13;93;2.0
4;51;696;703;7;93;2.0
4;52;703;716;13;93;2.0
4;53;716;723;7;93;2.0
4;54;723;736;13;93;2.0
4;55;736;743;7;93;2.0
4;56;743;756;13;93;2.0
4;57;756;763;7;93;2.0
4;58;763;776;13;93;2.0
4;59;776;783;7;93;2.0
4;60;783;793;10;93;2.0
4;61;793;796;3;93;2.0
4;62;796;803;7;93;2.0
4;63;803;813;10;93;2.0
4;64;813;816;3;93;2.0
4;65;816;823;7;93;2.0
4;66;823;833;10;93;2.0
4;67;833;836;3;93;2.0
4;68;836;843;7;93;2.0
4;69;843;846;3;93;2.0
4;70;846;853;7;93;2.0
4;71;853;856;3;93;2.0
4;72;856;863;7;93;2.0
4;73;863;866;3;93;2.0
4;74;866;873;7;93;2.0
4;75;873;876;3;93;2.0
4;76;876;883;7;93;2.0
4;77;883;886;3;93;2.0
4;78;886;893;7;93;2.0
4;79;893;896;3;93;2.0
4;80;896;903;7;93;2.0
4;81;903;906;3;93;2.0
4;82;906;913;7;93;2.0
4;83;913;916;3;93;2.0
4;84;916;923;7;93;2.0
4;85;923;926;3;93;2.0
4;86;926;933;7;93;2.0
4;87;933;936;3;93;2.0
4;88;936;943;7;93;2.0
4;89;943;946;3;93;2.0
4;90;946;953;7;93;2.0
4;91;953;956;3;93;2.0
4;92;956;963;7;93;2.0
4;93;963;966;3;93;2.0
4;94;966;973;7;93;2.0
4;95;973;976;3;93;2.0
4;96;976;983;7;93;2.0
4;97;983;986;3;93;2.0
4;98;986;993;7;93;2.0
4;99;993;996;3;93;2.0
4;100;996;1003;7;93;2.0
4;101;1003;1006;3;93;2.0
4;102;1006;1013;7;93;2.0
4;103;1013;1021;8;93;2.0
4;104;1021;1028;7;93;2.0
4;105;1028;1036;8;93;2.0
4;106;1036;1043;7;93;2.0
4;107;1043;1051;8;93;2.0
4;108;1051;1058;7;93;2.0
4;109;1058;1066;8;93;2.0
4;110;1066;1073;7;93;2.0
4;111;1073;1081;8;93;2.0
4;112;1081;1088;7;93;2.0
4;113;1088;1096;8;93;2.0
4;114;1096;1103;7;93;2.0
4;115;1103;1111;8;93;2.0
4;116;1111;1115;4;93;2.0
4;117;1115;1123;8;93;2.0
4;118;1123;1130;7;93;2.0
4;119;1130;1138;8;93;2.0
4;120;1138;1145;7;93;2.0
4;121;1145;1153;8;93;2.0
4;122;1153;1160;7;93;2.0
4;123;1160;1173;13;93;2.0
4;124;1173;1180;7;93;2.0
4;125;1180;1193;13;93;2.0
4;126;1193;1200;7;93;2.0
4;127;1200;1213;13;93;2.0
4;128;1213;1225;12;93;2.0
4;129;1225;1233;8;93;2.0
4;130;1233;1250;17;93;2.0
4;131;1250;1258;8;93;2.0
4;132;1258;1275;17;93;2.0
4;133;1275;1283;8;93;2.0
4;134;1283;1300;17;93;2.0
4;135;1300;1308;8;93;2.0
4;136;1308;1320;12;93;2.0
4;137;1320;1333;13;93;2.0
4;138;1333;1340;7;93;2.0
4;139;1340;1361;21;93;2.0
4;140;1361;1378;17;93;2.0
4;141;1378;1393;15;93;2.0
4;142;1393;1408;15;93;2.0
4;143;1408;1423;15;93;2.0
4;144;1423;1438;15;93;2.0
4;145;1438;1453;15;93;2.0
4;146;1453;1468;15;93;2.0
4;147;1468;1483;15;93;2.0
4;148;1483;1498;15;93;2.0
4;149;1498;1513;15;93;2.0
4;150;1513;1528;15;93;2.0
4;151;1528;1543;15;93;2.0
4;152;1543;1558;15;93;2.0
4;153;1558;1573;15;93;2.0
4;154;1573;1588;15;93;2.0
4;155;1588;1603;15;93;2.0
4;156;1603;1618;15;93;2.0
4;157;1618;1633;15;93;2.0
4;158;1633;1648;15;93;2.0
4;159;1648;1663;15;93;2.0
4;160;1663;1680;17;93;2.0
5;0;245;334;89;112;2.0
5;1;334;342;8;112;2.0
5;2;342;349;7;112;2.0
5;3;349;357;8;112;2.0
5;4;357;364;7;112;2.0
5;5;364;370;6;112;2.0
5;6;370;378;8;112;2.0
5;7;378;382;4;112;2.0
5;8;382;388;6;112;2.0
5;9;388;392;4;112;2.0
5;10;392;398;6;112;2.0
5;11;398;402;4;112;2.0
5;12;402;408;6;112;2.0
5;13;408;412;4;112;2.0
5;14;412;418;6;112;2.0
5;15;418;422;4;112;2.0
5;16;422;428;6;112;2.0
5;17;428;432;4;112;2.0
5;18;432;438;6;112;2.0
5;19;438;442;4;112;2.0
5;20;442;448;6;112;2.0
5;21;448;452;4;112;2.0
