Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
100;"692";"606";"22";160;11;658;687;29;11.288;16.9
101;"611";"24";"22";160;11;688;717;29;11.288;16.9
102;"554";"396";"21";1;43;690;712;22;7.881;11.8
103;"693";"608";"22";11;160;690;720;30;11.48;17.2
104;"586";"472";"21";43;1;691;714;23;7.961;11.9
105;"902";"219";"27";115;25;695;715;20;7.885;11.8
106;"694";"610";"22";160;42;728;746;18;6.423;9.6
107;"612";"26";"22";11;160;730;760;30;11.48;17.2
108;"907";"432";"27";25;49;730;740;10;3.236;4.9
109;"903";"224";"27";25;115;731;749;18;7.217;10.8
110;"587";"474";"21";1;43;735;757;22;7.881;11.8
111;"555";"398";"21";43;1;736;759;23;7.961;11.9
112;"908";"434";"27";49;115;752;784;32;12.888;19.3
113;"904";"226";"27";115;25;755;775;20;7.885;11.8
114;"625";"110";"22";42;11;756;767;11;4.279;6.4
115;"654";"181";"22";42;160;763;780;17;6.139;9.2
116;"588";"476";"21";43;25;771;781;10;2.953;4.4
117;"556";"400";"21";1;45;775;798;23;8.468;12.7
118;"613";"28";"22";160;42;778;796;18;6.423;9.6
119;"626";"112";"22";11;160;780;810;30;11.48;17.2
120;"909";"436";"27";115;49;785;815;30;11.856;17.8
121;"538";"156";"21";25;1;786;799;13;4.272;6.4
122;"638";"143";"22";42;11;786;797;11;4.279;6.4
123;"905";"231";"27";25;115;791;809;18;7.217;10.8
124;"655";"183";"22";160;42;798;816;18;6.423;9.6
125;"557";"402";"21";45;25;800;811;11;3.423;5.1
126;"639";"145";"22";11;160;800;830;30;11.48;17.2
127;"539";"158";"21";1;45;807;830;23;8.468;12.7
128;"906";"233";"27";115;25;810;830;20;7.885;11.8
129;"666";"402";"22";42;11;813;824;11;4.279;6.4
130;"854";"4";"27";25;115;816;834;18;7.217;10.8
131;"627";"114";"22";160;11;818;847;29;11.288;16.9
132;"531";"108";"21";25;1;821;834;13;4.272;6.4
133;"910";"438";"27";49;115;822;854;32;12.888;19.3
134;"656";"187";"22";42;160;823;840;17;6.139;9.2
135;"667";"404";"22";11;160;825;855;30;11.48;17.2
136;"855";"6";"27";115;49;835;865;30;11.856;17.8
137;"517";"4";"21";25;45;836;845;9;3.588;5.4
138;"540";"160";"21";45;1;840;864;24;8.431;12.6
139;"558";"408";"21";25;1;841;854;13;4.272;6.4
140;"532";"110";"21";1;45;842;865;23;8.468;12.7
141;"657";"189";"22";160;17;843;865;22;7.631;11.4
142;"640";"147";"22";160;11;848;877;29;11.288;16.9
143;"628";"116";"22";11;160;850;880;30;11.48;17.2
144;"917";"567";"27";25;115;851;869;18;7.217;10.8
145;"518";"6";"21";45;1;852;876;24;8.431;12.6
146;"559";"410";"21";1;45;857;880;23;8.468;12.7
147;"668";"406";"22";160;11;858;887;29;11.288;16.9
148;"911";"440";"27";115;25;865;885;20;7.885;11.8
149;"862";"27";"27";25;115;871;889;18;7.217;10.8
150;"533";"112";"21";45;1;872;896;24;8.431;12.6
151;"856";"8";"27";49;115;872;904;32;12.888;19.3
152;"658";"194";"22";17;160;873;895;22;8.041;12.1
153;"664";"272";"22";160;11;875;904;29;11.288;16.9
154;"519";"8";"21";1;45;877;900;23;8.468;12.7
155;"641";"149";"22";11;160;880;910;30;11.48;17.2
156;"918";"569";"27";115;25;880;900;20;7.885;11.8
157;"560";"412";"21";45;1;887;911;24;8.431;12.6
158;"629";"118";"22";160;11;888;917;29;11.288;16.9
159;"863";"29";"27";115;49;895;925;30;11.856;17.8
160;"669";"408";"22";11;160;900;930;30;11.48;17.2
161;"534";"114";"21";1;45;902;925;23;8.468;12.7
162;"659";"196";"22";160;11;903;932;29;11.288;16.9
163;"520";"10";"21";45;1;907;931;24;8.431;12.6
164;"665";"274";"22";11;42;910;923;13;4.499;6.7
165;"912";"445";"27";25;115;911;929;18;7.217;10.8
166;"857";"10";"27";115;25;915;935;20;7.885;11.8
167;"561";"414";"21";1;45;917;940;23;8.468;12.7
168;"642";"151";"22";160;11;918;947;29;11.288;16.9
169;"630";"120";"22";11;160;920;950;30;11.48;17.2
170;"919";"574";"27";25;115;926;944;18;7.217;10.8
171;"864";"31";"27";49;115;932;964;32;12.888;19.3
172;"913";"447";"27";115;25;935;955;20;7.885;11.8
173;"521";"12";"21";1;45;937;960;23;8.468;12.7
174;"535";"116";"21";45;1;937;961;24;8.431;12.6
175;"670";"410";"22";160;11;938;967;29;11.288;16.9
176;"660";"198";"22";11;160;940;970;30;11.48;17.2
177;"562";"416";"21";45;25;952;963;11;3.423;5.1
178;"920";"576";"27";115;25;955;975;20;7.885;11.8
179;"643";"153";"22";11;160;960;990;30;11.48;17.2
180;"536";"118";"21";1;45;962;985;23;8.468;12.7
181;"631";"122";"22";160;11;963;992;29;11.288;16.9
182;"858";"15";"27";25;115;966;984;18;7.217;10.8
183;"522";"14";"21";45;25;967;978;11;3.423;5.1
184;"865";"33";"27";115;25;970;990;20;7.885;11.8
185;"671";"412";"22";11;160;980;1010;30;11.48;17.2
186;"529";"54";"21";25;1;983;996;13;4.272;6.4
187;"859";"17";"27";115;49;985;1015;30;11.856;17.8
188;"661";"200";"22";160;11;986;1015;29;11.288;16.9
189;"921";"581";"27";25;115;996;1014;18;7.217;10.8
190;"530";"56";"21";1;25;997;1011;14;4.125;6.2
191;"537";"120";"21";45;25;997;1008;11;3.423;5.1
192;"632";"124";"22";11;42;1000;1013;13;4.499;6.7
193;"644";"155";"22";160;11;1008;1036;28;11.288;16.9
194;"563";"422";"21";25;1;1013;1026;13;4.272;6.4
195;"523";"18";"21";25;45;1016;1025;9;3.588;5.4
196;"866";"38";"27";25;115;1016;1034;18;7.217;10.8
197;"662";"202";"22";11;160;1020;1050;30;11.48;17.2
198;"922";"583";"27";115;25;1020;1040;20;7.885;11.8
199;"860";"19";"27";49;115;1022;1054;32;12.888;19.3
200;"524";"20";"21";45;1;1027;1051;24;8.431;12.6
201;"564";"424";"21";1;43;1027;1049;22;7.881;11.8
202;"672";"414";"22";160;42;1028;1043;15;6.423;9.6
203;"645";"157";"22";11;160;1040;1070;30;11.48;17.2
204;"867";"40";"27";115;49;1040;1070;30;11.856;17.8
205;"565";"426";"21";43;1;1053;1076;23;7.961;11.9
206;"663";"204";"22";160;42;1056;1074;18;6.423;9.6
207;"923";"588";"27";25;115;1056;1074;18;7.217;10.8
208;"525";"22";"21";1;43;1057;1079;22;7.881;11.8
209;"861";"21";"27";115;25;1060;1080;20;7.885;11.8
210;"673";"416";"22";42;11;1076;1086;10;4.279;6.4
211;"924";"590";"27";115;25;1080;1098;18;7.885;11.8
212;"868";"42";"27";49;25;1082;1095;13;5.053;7.6
213;"566";"428";"21";1;43;1085;1105;20;7.881;11.8
214;"526";"24";"21";43;4;1086;1103;17;7.049;10.6
215;"646";"159";"22";160;11;1088;1113;25;11.288;16.9
216;"674";"418";"22";11;42;1090;1101;11;4.499;6.7
217;"567";"430";"21";43;1;1111;1130;19;7.961;11.9
218;"675";"420";"22";42;160;1111;1126;15;6.139;9.2
219;"869";"44";"27";25;115;1116;1133;17;7.217;10.8
220;"527";"26";"21";4;43;1117;1135;18;7.009;10.5
221;"647";"161";"22";11;160;1140;1166;26;11.48;17.2
222;"528";"28";"21";43;25;1141;1149;8;2.953;4.4
223;"568";"432";"21";1;43;1145;1165;20;7.881;11.8
224;"676";"422";"22";160;11;1148;1173;25;11.288;16.9
225;"870";"46";"27";115;25;1150;1168;18;7.885;11.8
226;"677";"424";"22";11;160;1175;1201;26;11.48;17.2
227;"569";"434";"21";43;4;1176;1193;17;7.049;10.6
228;"871";"50";"27";25;115;1176;1193;17;7.217;10.8
229;"648";"163";"22";160;42;1188;1203;15;6.423;9.6
230;"872";"52";"27";115;25;1200;1218;18;7.885;11.8
231;"570";"436";"21";4;43;1207;1225;18;7.009;10.5
232;"678";"426";"22";160;11;1223;1248;25;11.288;16.9
233;"571";"438";"21";43;1;1236;1255;19;7.961;11.9
234;"873";"57";"27";25;115;1236;1253;17;7.217;10.8
235;"649";"168";"22";42;160;1246;1261;15;6.139;9.2
236;"679";"428";"22";11;42;1250;1261;11;4.499;6.7
237;"874";"59";"27";115;25;1260;1278;18;7.885;11.8
238;"650";"170";"22";160;11;1263;1288;25;11.288;16.9
239;"572";"440";"21";1;43;1265;1285;20;7.881;11.8
240;"875";"64";"27";25;115;1286;1303;17;7.217;10.8
241;"651";"172";"22";11;160;1289;1315;26;11.48;17.2
242;"573";"442";"21";43;1;1296;1315;19;7.961;11.9
243;"876";"66";"27";115;49;1305;1331;26;11.856;17.8
244;"541";"162";"21";25;45;1307;1316;9;3.588;5.4
245;"542";"164";"21";45;4;1325;1354;29;7.519;11.3
246;"574";"444";"21";1;43;1326;1351;25;7.881;11.8
247;"652";"174";"22";160;11;1327;1352;25;11.288;16.9
248;"680";"554";"22";42;17;1332;1336;4;0.622;0.9
249;"877";"68";"27";49;115;1332;1367;35;12.888;19.3
250;"681";"559";"22";17;160;1347;1366;19;8.041;12.1
251;"575";"446";"21";43;25;1352;1360;8;2.953;4.4
252;"653";"176";"22";11;42;1353;1363;10;1.577;2.4
253;"543";"166";"21";4;25;1355;1363;8;3.253;4.9
254;"682";"561";"22";160;42;1367;1377;10;1.915;2.9
255;"878";"70";"27";115;25;1368;1383;15;6.106;9.2
256;"0";"1000";"0";28;28;1680;1680;0;0.0;0.0
