Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
66;"966";"7";"30";99;99;375;421;46;17.05;25.6
67;"597";"501";"21";1;45;378;401;23;8.468;12.7
68;"635";"134";"22";11;160;380;410;30;11.48;17.2
69;"697";"15";"24";87;82;380;410;30;10.53;15.8
70;"717";"54";"24";82;87;380;410;30;10.317;15.5
71;"727";"75";"24";82;87;380;410;30;10.317;15.5
72;"881";"110";"27";115;49;380;410;30;11.856;17.8
73;"893";"196";"27";49;115;382;414;32;12.888;19.3
74;"806";"41";"26";58;72;383;413;30;9.569;14.4
75;"546";"378";"21";1;45;388;411;23;8.468;12.7
76;"616";"38";"22";160;11;388;417;29;11.288;16.9
77;"818";"84";"26";72;58;388;417;29;9.99;15.0
78;"1046";"352";"31";63;25;388;410;22;8.134;12.2
79;"936";"108";"29";42;159;389;415;26;11.047;16.6
80;"578";"456";"21";45;1;390;414;24;8.431;12.6
81;"604";"8";"22";11;160;390;420;30;11.48;17.2
82;"497";"24";"20";160;160;393;442;49;18.913;28.4
83;"845";"224";"26";58;72;393;423;30;9.569;14.4
84;"707";"30";"24";82;87;395;425;30;10.317;15.5
85;"714";"51";"24";82;87;395;425;30;10.317;15.5
86;"743";"113";"24";87;82;395;425;30;10.53;15.8
87;"928";"602";"27";115;25;395;415;20;7.885;11.8
88;"1013";"68";"31";42;66;396;410;14;5.729;8.6
89;"889";"132";"27";49;115;397;429;32;12.888;19.3
90;"686";"592";"22";160;11;398;427;29;11.288;16.9
91;"592";"488";"21";1;45;405;428;23;8.468;12.7
92;"598";"503";"21";45;1;405;429;24;8.431;12.6
93;"623";"78";"22";11;160;409;439;30;11.48;17.2
94;"636";"136";"22";160;11;413;442;29;11.288;16.9
95;"836";"194";"26";58;72;413;443;30;9.569;14.4
96;"719";"56";"24";87;82;415;445;30;10.53;15.8
97;"729";"77";"24";87;82;415;445;30;10.53;15.8
98;"894";"198";"27";115;49;415;445;30;11.856;17.8
99;"1007";"46";"31";112;66;415;440;25;10.69;16.0
100;"807";"45";"26";72;58;416;445;29;9.99;15.0
101;"882";"112";"27";49;115;417;449;32;12.888;19.3
102;"698";"17";"24";82;87;418;448;30;10.317;15.5
103;"937";"110";"29";159;14;419;447;28;11.702;17.6
104;"547";"380";"21";45;1;420;444;24;8.431;12.6
105;"579";"458";"21";1;45;420;443;23;8.468;12.7
106;"929";"606";"27";25;115;421;439;18;7.217;10.8
107;"510";"104";"20";160;160;423;472;49;18.913;28.4
108;"819";"86";"26";58;72;425;455;30;9.569;14.4
109;"1014";"70";"31";66;42;426;442;16;5.787;8.7
110;"605";"10";"22";160;11;428;457;29;11.288;16.9
111;"617";"40";"22";11;160;430;460;30;11.48;17.2
112;"890";"134";"27";115;25;430;450;20;7.885;11.8
113;"846";"228";"26";72;58;431;460;29;9.99;15.0
114;"593";"490";"21";45;1;435;459;24;8.431;12.6
115;"599";"505";"21";1;45;435;458;23;8.468;12.7
116;"716";"53";"24";87;82;435;465;30;10.53;15.8
117;"735";"94";"24";82;87;435;465;30;10.317;15.5
118;"744";"115";"24";82;87;435;465;30;10.317;15.5
119;"967";"10";"30";99;42;435;470;35;12.305;18.5
120;"687";"594";"22";11;160;440;470;30;11.48;17.2
121;"930";"608";"27";115;25;440;460;20;7.885;11.8
122;"498";"27";"20";160;75;445;473;28;10.236;15.4
123;"637";"138";"22";11;160;445;475;30;11.48;17.2
124;"837";"198";"26";72;58;446;475;29;9.99;15.0
125;"624";"80";"22";160;42;447;465;18;6.423;9.6
126;"808";"47";"26";58;72;448;478;30;9.569;14.4
127;"548";"382";"21";1;45;450;473;23;8.468;12.7
128;"580";"460";"21";45;1;450;474;24;8.431;12.6
129;"721";"58";"24";82;42;450;460;10;2.976;4.5
130;"731";"79";"24";82;42;450;460;10;2.976;4.5
131;"883";"114";"27";115;25;450;470;20;7.885;11.8
132;"1008";"48";"31";66;112;451;477;26;9.546;14.3
133;"895";"200";"27";49;115;452;484;32;12.888;19.3
134;"938";"112";"29";14;159;453;485;32;14.148;21.2
135;"700";"19";"24";87;24;455;481;26;8.1;12.1
136;"1035";"326";"31";42;66;456;470;14;5.729;8.6
137;"594";"492";"21";1;25;465;479;14;4.125;6.2
138;"600";"507";"21";45;1;465;489;24;8.431;12.6
139;"618";"42";"22";160;11;468;497;29;11.288;16.9
140;"549";"384";"21";45;25;480;491;11;3.423;5.1
141;"606";"12";"22";11;160;480;510;30;11.48;17.2
142;"511";"107";"20";160;160;483;532;49;18.913;28.4
143;"847";"230";"26";58;42;483;499;16;4.682;7.0
144;"581";"462";"21";1;43;485;507;22;7.881;11.8
145;"718";"55";"24";82;87;485;515;30;10.317;15.5
146;"736";"96";"24";87;82;485;515;30;10.53;15.8
147;"745";"117";"24";87;82;485;515;30;10.53;15.8
148;"914";"453";"27";49;25;487;501;14;5.053;7.6
149;"939";"114";"29";159;42;489;512;23;10.305;15.5
150;"896";"202";"27";115;25;490;510;20;7.885;11.8
151;"884";"119";"27";25;115;496;514;18;7.217;10.8
152;"619";"44";"22";11;42;510;523;13;4.499;6.7
153;"1036";"328";"31";66;114;511;539;28;10.178;15.3
154;"688";"598";"22";160;11;513;542;29;11.288;16.9
155;"838";"200";"26";58;72;513;543;30;9.569;14.4
156;"915";"457";"27";25;49;515;525;10;3.236;4.9
157;"986";"124";"30";42;501;518;529;11;2.432;3.6
158;"601";"509";"21";1;25;520;534;14;4.125;6.2
159;"720";"57";"24";87;82;520;550;30;10.53;15.8
160;"738";"98";"24";82;42;520;530;10;2.976;4.5
161;"746";"119";"24";82;42;520;530;10;2.976;4.5
162;"885";"121";"27";115;25;520;540;20;7.885;11.8
163;"582";"464";"21";43;4;521;542;21;7.049;10.6
164;"799";"609";"24";42;87;530;550;20;6.599;9.9
165;"916";"459";"27";49;25;532;546;14;5.053;7.6
166;"512";"110";"20";160;37;533;545;12;4.347;6.5
167;"550";"388";"21";25;43;539;547;8;3.0;4.5
168;"987";"126";"30";501;99;540;564;24;9.092;13.6
169;"1037";"330";"31";114;66;543;570;27;11.388;17.1
170;"607";"16";"22";160;11;548;577;29;11.288;16.9
171;"689";"600";"22";11;160;550;580;30;11.48;17.2
172;"897";"207";"27";25;115;551;569;18;7.217;10.8
173;"940";"119";"29";42;159;554;580;26;11.047;16.6
174;"839";"204";"26";72;58;555;584;29;9.99;15.0
175;"504";"50";"20";230;160;557;566;9;4.152;6.2
176;"551";"390";"21";43;1;561;584;23;7.961;11.9
177;"583";"466";"21";4;43;562;582;20;7.009;10.5
178;"988";"129";"30";99;501;567;589;22;7.145;10.7
179;"505";"53";"20";160;160;568;617;49;18.913;28.4
180;"722";"59";"24";82;87;570;600;30;10.317;15.5
181;"898";"209";"27";115;25;570;590;20;7.885;11.8
182;"941";"121";"29";159;14;584;612;28;11.702;17.6
183;"608";"18";"22";11;160;585;615;30;11.48;17.2
184;"690";"602";"22";160;11;588;617;29;11.288;16.9
185;"840";"206";"26";58;72;593;623;30;9.569;14.4
186;"1038";"332";"31";66;114;596;624;28;10.178;15.3
187;"989";"131";"30";501;42;600;613;13;4.347;6.5
188;"584";"468";"21";43;4;601;622;21;7.049;10.6
189;"899";"213";"27";25;115;601;619;18;7.217;10.8
190;"552";"392";"21";1;43;605;627;22;7.881;11.8
191;"723";"61";"24";87;82;615;645;30;10.53;15.8
192;"609";"20";"22";160;11;618;647;29;11.288;16.9
193;"942";"123";"29";14;42;618;627;9;3.163;4.7
194;"691";"604";"22";11;160;620;650;30;11.48;17.2
195;"900";"215";"27";115;49;620;650;30;11.856;17.8
196;"841";"209";"26";72;58;625;654;29;9.99;15.0
197;"1039";"334";"31";114;66;633;660;27;11.388;17.1
198;"968";"14";"30";42;501;638;649;11;2.432;3.6
199;"553";"394";"21";43;1;641;664;23;7.961;11.9
200;"506";"56";"20";160;160;643;692;49;18.913;28.4
201;"585";"470";"21";4;43;647;667;20;7.009;10.5
202;"610";"22";"22";11;160;655;685;30;11.48;17.2
203;"901";"217";"27";49;115;657;689;32;12.888;19.3
204;"692";"606";"22";160;11;658;687;29;11.288;16.9
205;"969";"16";"30";501;99;660;684;24;9.092;13.6
206;"842";"211";"26";58;42;663;679;16;4.682;7.0
207;"708";"42";"24";82;87;670;700;30;10.317;15.5
208;"1040";"336";"31";66;114;671;699;28;10.178;15.3
209;"943";"128";"29";42;159;674;700;26;11.047;16.6
210;"970";"19";"30";99;501;687;709;22;7.145;10.7
211;"611";"24";"22";160;11;688;717;29;11.288;16.9
212;"554";"396";"21";1;43;690;712;22;7.881;11.8
213;"693";"608";"22";11;160;690;720;30;11.48;17.2
214;"809";"52";"26";72;58;690;719;29;9.99;15.0
215;"586";"472";"21";43;1;691;714;23;7.961;11.9
216;"902";"219";"27";115;25;695;715;20;7.885;11.8
217;"507";"59";"20";160;160;703;752;49;18.913;28.4
218;"1041";"338";"31";114;66;703;730;27;11.388;17.1
219;"944";"130";"29";159;14;704;732;28;11.702;17.6
220;"971";"21";"30";501;42;720;733;13;4.347;6.5
221;"709";"44";"24";87;42;725;746;21;6.717;10.1
222;"810";"54";"26";58;72;726;756;30;9.569;14.4
223;"694";"610";"22";160;42;728;746;18;6.423;9.6
224;"612";"26";"22";11;160;730;760;30;11.48;17.2
225;"907";"432";"27";25;49;730;740;10;3.236;4.9
226;"903";"224";"27";25;115;731;749;18;7.217;10.8
227;"587";"474";"21";1;43;735;757;22;7.881;11.8
228;"555";"398";"21";43;1;736;759;23;7.961;11.9
229;"945";"132";"29";14;42;738;747;9;3.163;4.7
230;"1042";"340";"31";66;114;741;769;28;10.178;15.3
231;"908";"434";"27";49;115;752;784;32;12.888;19.3
232;"904";"226";"27";115;25;755;775;20;7.885;11.8
233;"625";"110";"22";42;11;756;767;11;4.279;6.4
234;"781";"330";"24";42;82;757;766;9;3.226;4.8
235;"972";"25";"30";42;501;758;769;11;2.432;3.6
236;"811";"58";"26";72;58;760;789;29;9.99;15.0
237;"499";"32";"20";160;160;763;812;49;18.913;28.4
238;"654";"181";"22";42;160;763;780;17;6.139;9.2
239;"588";"476";"21";43;25;771;781;10;2.953;4.4
240;"995";"257";"30";42;99;773;784;11;4.159;6.2
241;"556";"400";"21";1;45;775;798;23;8.468;12.7
242;"782";"332";"24";82;87;775;805;30;10.317;15.5
243;"800";"621";"24";87;24;775;801;26;8.1;12.1
244;"613";"28";"22";160;42;778;796;18;6.423;9.6
245;"946";"137";"29";42;159;779;805;26;11.047;16.6
246;"1026";"108";"31";25;66;779;795;16;6.472;9.7
247;"626";"112";"22";11;160;780;810;30;11.48;17.2
248;"973";"27";"30";501;42;780;793;13;4.347;6.5
249;"1043";"342";"31";114;42;783;796;13;4.917;7.4
250;"909";"436";"27";115;49;785;815;30;11.856;17.8
251;"538";"156";"21";25;1;786;799;13;4.272;6.4
252;"638";"143";"22";42;11;786;797;11;4.279;6.4
253;"996";"260";"30";99;42;787;798;11;3.872;5.8
254;"905";"231";"27";25;115;791;809;18;7.217;10.8
255;"812";"60";"26";58;72;796;826;30;9.569;14.4
256;"655";"183";"22";160;42;798;816;18;6.423;9.6
257;"557";"402";"21";45;25;800;811;11;3.423;5.1
258;"639";"145";"22";11;160;800;830;30;11.48;17.2
259;"1027";"110";"31";66;114;801;829;28;10.178;15.3
260;"790";"412";"24";24;87;806;830;24;8.064;12.1
261;"791";"413";"24";24;87;806;830;24;8.064;12.1
262;"539";"158";"21";1;45;807;830;23;8.468;12.7
263;"947";"139";"29";159;42;807;830;23;10.305;15.5
264;"906";"233";"27";115;25;810;830;20;7.885;11.8
265;"666";"402";"22";42;11;813;824;11;4.279;6.4
266;"820";"91";"26";42;58;815;831;16;4.999;7.5
267;"829";"171";"26";72;58;815;844;29;9.99;15.0
268;"854";"4";"27";25;115;816;834;18;7.217;10.8
269;"1009";"51";"31";42;66;816;830;14;5.729;8.6
270;"627";"114";"22";160;11;818;847;29;11.288;16.9
271;"974";"30";"30";42;501;818;829;11;2.432;3.6
272;"531";"108";"21";25;1;821;834;13;4.272;6.4
273;"733";"84";"24";42;82;821;830;9;3.226;4.8
274;"910";"438";"27";49;115;822;854;32;12.888;19.3
275;"500";"35";"20";160;160;823;872;49;18.913;28.4
276;"656";"187";"22";42;160;823;840;17;6.139;9.2
277;"667";"404";"22";11;160;825;855;30;11.48;17.2
278;"848";"234";"26";72;58;830;859;29;9.99;15.0
279;"747";"167";"24";24;87;831;855;24;8.064;12.1
280;"755";"209";"24";24;87;831;855;24;8.064;12.1
281;"855";"6";"27";115;49;835;865;30;11.856;17.8
282;"517";"4";"21";25;45;836;845;9;3.588;5.4
283;"513";"132";"20";230;160;837;846;9;4.152;6.2
284;"540";"160";"21";45;1;840;864;24;8.431;12.6
285;"792";"414";"24";87;82;840;870;30;10.53;15.8
286;"793";"415";"24";87;82;840;870;30;10.53;15.8
287;"975";"32";"30";501;42;840;853;13;4.347;6.5
288;"558";"408";"21";25;1;841;854;13;4.272;6.4
289;"532";"110";"21";1;45;842;865;23;8.468;12.7
290;"657";"189";"22";160;17;843;865;22;7.631;11.4
291;"734";"86";"24";82;87;843;873;30;10.317;15.5
292;"821";"93";"26";58;72;843;873;30;9.569;14.4
293;"1028";"112";"31";114;42;843;856;13;4.917;7.4
294;"948";"146";"29";42;159;844;870;26;11.047;16.6
295;"813";"65";"26";72;58;845;874;29;9.99;15.0
296;"1010";"53";"31";66;25;846;865;19;6.708;10.1
297;"1015";"74";"31";42;66;846;860;14;5.729;8.6
298;"640";"147";"22";160;11;848;877;29;11.288;16.9
299;"628";"116";"22";11;160;850;880;30;11.48;17.2
300;"830";"173";"26";58;72;851;881;30;9.569;14.4
301;"917";"567";"27";25;115;851;869;18;7.217;10.8
302;"518";"6";"21";45;1;852;876;24;8.431;12.6
303;"514";"135";"20";160;160;853;902;49;18.913;28.4
304;"783";"336";"24";82;87;855;885;30;10.317;15.5
305;"785";"346";"24";82;87;855;885;30;10.317;15.5
306;"559";"410";"21";1;45;857;880;23;8.468;12.7
307;"748";"169";"24";87;82;857;887;30;10.53;15.8
308;"756";"211";"24";87;82;857;887;30;10.53;15.8
309;"668";"406";"22";160;11;858;887;29;11.288;16.9
310;"911";"440";"27";115;25;865;885;20;7.885;11.8
311;"862";"27";"27";25;115;871;889;18;7.217;10.8
312;"533";"112";"21";45;1;872;896;24;8.431;12.6
313;"856";"8";"27";49;115;872;904;32;12.888;19.3
314;"658";"194";"22";17;160;873;895;22;8.041;12.1
315;"949";"148";"29";159;42;874;897;23;10.305;15.5
316;"1029";"117";"31";25;63;874;893;19;7.252;10.9
317;"664";"272";"22";160;11;875;904;29;11.288;16.9
318;"724";"67";"24";87;82;875;905;30;10.53;15.8
319;"794";"416";"24";82;87;875;905;30;10.317;15.5
320;"795";"417";"24";82;87;875;905;30;10.317;15.5
321;"822";"96";"26";72;58;875;904;29;9.99;15.0
322;"849";"236";"26";58;72;876;906;30;9.569;14.4
323;"1016";"76";"31";66;114;876;904;28;10.178;15.3
324;"519";"8";"21";1;45;877;900;23;8.468;12.7
325;"990";"214";"30";42;501;878;889;11;2.432;3.6
326;"641";"149";"22";11;160;880;910;30;11.48;17.2
327;"918";"569";"27";115;25;880;900;20;7.885;11.8
328;"501";"38";"20";160;160;883;932;49;18.913;28.4
329;"976";"34";"30";42;99;883;894;11;4.159;6.2
330;"560";"412";"21";45;1;887;911;24;8.431;12.6
331;"629";"118";"22";160;11;888;917;29;11.288;16.9
332;"749";"171";"24";82;87;895;925;30;10.317;15.5
333;"757";"213";"24";82;87;895;925;30;10.317;15.5
334;"784";"338";"24";87;82;895;925;30;10.53;15.8
335;"786";"348";"24";87;82;895;925;30;10.53;15.8
336;"863";"29";"27";115;49;895;925;30;11.856;17.8
337;"977";"37";"30";99;42;897;908;11;3.872;5.8
338;"669";"408";"22";11;160;900;930;30;11.48;17.2
339;"991";"216";"30";501;42;900;913;13;4.347;6.5
340;"534";"114";"21";1;45;902;925;23;8.468;12.7
341;"659";"196";"22";160;11;903;932;29;11.288;16.9
342;"1030";"119";"31";63;25;903;925;22;8.134;12.2
343;"950";"153";"29";42;159;904;930;26;11.047;16.6
344;"1031";"133";"31";25;66;904;920;16;6.472;9.7
345;"1017";"78";"31";114;42;905;918;13;4.917;7.4
346;"814";"67";"26";58;72;906;936;30;9.569;14.4
347;"520";"10";"21";45;1;907;931;24;8.431;12.6
348;"665";"274";"22";11;42;910;923;13;4.499;6.7
349;"725";"69";"24";82;87;910;940;30;10.317;15.5
350;"831";"178";"26";72;58;910;939;29;9.99;15.0
351;"963";"324";"29";42;14;910;917;7;1.734;2.6
352;"912";"445";"27";25;115;911;929;18;7.217;10.8
353;"515";"138";"20";160;160;913;962;49;18.913;28.4
354;"796";"418";"24";87;25;915;939;24;7.303;11.0
355;"797";"419";"24";87;25;915;939;24;7.303;11.0
356;"857";"10";"27";115;25;915;935;20;7.885;11.8
357;"561";"414";"21";1;45;917;940;23;8.468;12.7
358;"642";"151";"22";160;11;918;947;29;11.288;16.9
359;"964";"326";"29";14;42;918;927;9;3.163;4.7
360;"630";"120";"22";11;160;920;950;30;11.48;17.2
361;"919";"574";"27";25;115;926;944;18;7.217;10.8
362;"750";"173";"24";87;82;930;960;30;10.53;15.8
363;"758";"215";"24";87;82;930;960;30;10.53;15.8
364;"864";"31";"27";49;115;932;964;32;12.888;19.3
365;"951";"155";"29";159;42;934;957;23;10.305;15.5
366;"787";"350";"24";82;87;935;965;30;10.317;15.5
367;"850";"241";"26";72;58;935;964;29;9.99;15.0
368;"913";"447";"27";115;25;935;955;20;7.885;11.8
369;"823";"98";"26";58;72;936;966;30;9.569;14.4
370;"1018";"80";"31";42;66;936;950;14;5.729;8.6
371;"1032";"135";"31";66;114;936;964;28;10.178;15.3
372;"521";"12";"21";1;45;937;960;23;8.468;12.7
373;"535";"116";"21";45;1;937;961;24;8.431;12.6
374;"670";"410";"22";160;11;938;967;29;11.288;16.9
375;"660";"198";"22";11;160;940;970;30;11.48;17.2
376;"502";"41";"20";160;160;943;992;49;18.913;28.4
377;"997";"322";"30";42;99;943;954;11;4.159;6.2
378;"992";"219";"30";42;42;949;973;24;7.592;11.4
379;"562";"416";"21";45;25;952;963;11;3.423;5.1
380;"920";"576";"27";115;25;955;975;20;7.885;11.8
381;"998";"325";"30";99;42;957;968;11;3.872;5.8
382;"643";"153";"22";11;160;960;990;30;11.48;17.2
383;"536";"118";"21";1;45;962;985;23;8.468;12.7
384;"631";"122";"22";160;11;963;992;29;11.288;16.9
385;"952";"159";"29";42;159;964;990;26;11.047;16.6
386;"751";"175";"24";82;87;965;995;30;10.317;15.5
387;"759";"217";"24";82;87;965;995;30;10.317;15.5
388;"815";"72";"26";72;42;965;978;13;4.404;6.6
389;"1033";"137";"31";114;66;965;992;27;11.388;17.1
390;"832";"180";"26";58;72;966;996;30;9.569;14.4
391;"858";"15";"27";25;115;966;984;18;7.217;10.8
392;"1019";"82";"31";66;25;966;985;19;6.708;10.1
393;"522";"14";"21";45;25;967;978;11;3.423;5.1
394;"865";"33";"27";115;25;970;990;20;7.885;11.8
395;"516";"141";"20";160;75;973;1001;28;10.236;15.4
396;"788";"352";"24";87;82;975;1005;30;10.53;15.8
397;"671";"412";"22";11;160;980;1010;30;11.48;17.2
398;"529";"54";"21";25;1;983;996;13;4.272;6.4
399;"859";"17";"27";115;49;985;1015;30;11.856;17.8
400;"661";"200";"22";160;11;986;1015;29;11.288;16.9
401;"993";"221";"30";42;99;993;1004;11;4.159;6.2
402;"953";"161";"29";159;42;994;1017;23;10.305;15.5
403;"824";"103";"26";72;58;995;1024;29;9.99;15.0
404;"851";"243";"26";58;72;996;1026;30;9.569;14.4
405;"921";"581";"27";25;115;996;1014;18;7.217;10.8
406;"1034";"139";"31";66;42;996;1012;16;5.787;8.7
407;"530";"56";"21";1;25;997;1011;14;4.125;6.2
408;"537";"120";"21";45;25;997;1008;11;3.423;5.1
409;"632";"124";"22";11;42;1000;1013;13;4.499;6.7
410;"503";"44";"20";160;75;1003;1031;28;10.236;15.4
411;"728";"76";"24";25;87;1003;1025;22;7.341;11.0
412;"737";"97";"24";25;87;1003;1025;22;7.341;11.0
413;"1020";"87";"31";25;66;1004;1020;16;6.472;9.7
414;"752";"177";"24";87;82;1005;1035;30;10.53;15.8
415;"760";"219";"24";87;82;1005;1035;30;10.53;15.8
416;"994";"224";"30";99;42;1007;1018;11;3.872;5.8
417;"644";"155";"22";160;11;1008;1036;28;11.288;16.9
418;"563";"422";"21";25;1;1013;1026;13;4.272;6.4
419;"523";"18";"21";25;45;1016;1025;9;3.588;5.4
420;"866";"38";"27";25;115;1016;1034;18;7.217;10.8
421;"662";"202";"22";11;160;1020;1050;30;11.48;17.2
422;"789";"354";"24";82;42;1020;1030;10;2.976;4.5
423;"922";"583";"27";115;25;1020;1040;20;7.885;11.8
424;"860";"19";"27";49;115;1022;1054;32;12.888;19.3
425;"954";"165";"29";42;159;1024;1050;26;11.047;16.6
426;"825";"105";"26";58;72;1026;1056;30;9.569;14.4
427;"1021";"89";"31";66;25;1026;1045;19;6.708;10.1
428;"524";"20";"21";45;1;1027;1051;24;8.431;12.6
429;"564";"424";"21";1;43;1027;1049;22;7.881;11.8
430;"672";"414";"22";160;42;1028;1043;15;6.423;9.6
431;"852";"247";"26";72;58;1030;1059;29;9.99;15.0
432;"695";"3";"24";25;87;1033;1055;22;7.341;11.0
433;"730";"78";"24";87;82;1035;1065;30;10.53;15.8
434;"739";"99";"24";87;82;1035;1065;30;10.53;15.8
435;"645";"157";"22";11;160;1040;1070;30;11.48;17.2
436;"867";"40";"27";115;49;1040;1070;30;11.856;17.8
437;"984";"83";"30";42;99;1043;1054;11;4.159;6.2
438;"1022";"92";"31";25;66;1049;1065;16;6.472;9.7
439;"753";"179";"24";82;87;1050;1080;30;10.317;15.5
440;"761";"221";"24";82;87;1050;1080;30;10.317;15.5
441;"565";"426";"21";43;1;1053;1076;23;7.961;11.9
442;"955";"167";"29";159;14;1054;1082;28;11.702;17.6
443;"663";"204";"22";160;42;1056;1074;18;6.423;9.6
444;"923";"588";"27";25;115;1056;1074;18;7.217;10.8
445;"525";"22";"21";1;43;1057;1079;22;7.881;11.8
446;"985";"86";"30";99;42;1057;1093;36;12.305;18.5
447;"696";"7";"24";87;25;1060;1084;24;7.303;11.0
448;"861";"21";"27";115;25;1060;1080;20;7.885;11.8
449;"1023";"94";"31";66;42;1066;1082;16;5.787;8.7
450;"673";"416";"22";42;11;1076;1086;10;4.279;6.4
451;"924";"590";"27";115;25;1080;1098;18;7.885;11.8
452;"868";"42";"27";49;25;1082;1095;13;5.053;7.6
453;"956";"169";"29";14;42;1083;1091;8;3.163;4.7
454;"566";"428";"21";1;43;1085;1105;20;7.881;11.8
455;"754";"181";"24";87;25;1085;1107;22;7.303;11.0
456;"762";"223";"24";87;25;1085;1107;22;7.303;11.0
457;"826";"110";"26";72;42;1085;1098;13;4.404;6.6
458;"526";"24";"21";43;4;1086;1103;17;7.049;10.6
459;"732";"80";"24";82;42;1086;1095;9;2.976;4.5
460;"740";"101";"24";82;42;1086;1095;9;2.976;4.5
461;"853";"249";"26";58;72;1086;1116;30;9.569;14.4
462;"646";"159";"22";160;11;1088;1113;25;11.288;16.9
463;"674";"418";"22";11;42;1090;1101;11;4.499;6.7
464;"567";"430";"21";43;1;1111;1130;19;7.961;11.9
465;"675";"420";"22";42;160;1111;1126;15;6.139;9.2
466;"957";"173";"29";42;159;1111;1134;23;11.047;16.6
467;"869";"44";"27";25;115;1116;1133;17;7.217;10.8
468;"1024";"99";"31";42;63;1116;1129;13;6.509;9.8
469;"527";"26";"21";4;43;1117;1135;18;7.009;10.5
470;"980";"63";"30";42;99;1123;1133;10;4.159;6.2
471;"778";"311";"24";87;25;1130;1152;22;7.303;11.0
