8.605;6.804;8.252;7.733;7.341;7.352;6.802;7.228;6.739;0.495;0.0;1.573;0.92;4.063;2.517;2.357;2.945;9.02;8.551;7.939;4.023;4.893;5.569;4.434;4.501;5.685;6.41;4.873;4.08;6.04;5.254;5.811;5.4;5.148;5.984;5.214;5.694;5.241;5.641;4.847;4.447;3.86;4.894;3.209;7.097;7.167;6.45;6.014;6.76;8.56;6.101;5.813;7.709;8.117;8.357;7.265;7.91;12.324;10.393;11.174;5.443;4.851;8.285;9.429;7.803;8.811;8.724;8.54;8.055;7.621;8.105;8.227;7.674;5.493;5.834;7.855;10.148;9.334;11.083;11.547;10.509;9.66;8.779;8.247;8.174;8.333;7.668;7.461;7.167;4.885;5.366;3.533;4.06;4.557;11.429;7.448;11.049;9.149;9.745;7.313;6.346;5.488;6.988;6.185;7.917;6.079;6.975;7.793;7.322;6.756;6.08;6.465;7.839;6.469;11.58;9.802;7.279;2.923;9.037;11.217;4.994;6.7;10.81;12.315;5.593;7.976
7.522;5.721;7.169;6.65;6.258;6.269;5.719;6.145;5.656;1.082;1.573;0.0;0.652;3.759;3.07;2.422;2.306;7.937;7.468;6.856;2.94;3.81;4.486;3.351;3.418;4.601;5.327;3.79;2.997;4.957;4.171;4.728;4.317;4.065;4.901;4.196;4.611;4.158;4.557;3.764;2.875;2.287;3.29;1.636;6.014;6.084;5.367;4.931;5.677;7.477;5.018;4.73;6.626;7.034;7.274;6.182;6.827;11.241;9.31;10.09;4.36;3.768;7.202;8.346;6.72;7.728;7.641;7.457;6.971;6.538;7.022;7.144;6.591;4.41;4.751;6.772;9.064;8.251;10.0;10.464;9.426;8.577;7.696;7.164;7.09;7.25;6.585;6.378;6.084;3.313;3.794;4.086;4.613;5.11;10.346;6.365;9.966;8.065;8.662;7.866;6.899;4.405;7.541;5.102;8.47;4.996;6.004;6.71;6.239;5.673;4.997;5.382;6.756;5.386;10.497;8.719;6.196;3.476;8.383;10.912;3.911;5.617;10.506;11.661;4.51;6.893
8.174;6.373;7.821;7.303;6.91;6.921;6.371;6.797;6.308;0.43;0.92;0.652;0.0;4.411;3.362;3.074;2.958;8.59;8.12;7.509;3.592;4.462;5.139;4.003;4.07;5.254;5.979;4.443;3.649;5.609;4.823;5.38;4.969;4.717;5.554;4.848;5.263;4.81;5.21;4.416;3.527;2.94;3.942;2.288;6.666;6.736;6.019;5.583;6.329;8.13;5.67;5.382;7.278;7.686;7.926;6.834;7.48;11.893;9.962;10.743;5.012;4.42;7.854;8.998;7.372;8.38;8.293;8.109;7.624;7.19;7.674;7.796;7.243;5.062;5.403;7.424;9.717;8.904;10.653;11.117;10.078;9.229;8.348;7.816;7.743;7.902;7.237;7.03;6.736;3.965;4.446;4.379;4.906;5.403;10.998;7.017;10.618;8.718;9.314;8.158;7.191;5.058;7.834;5.754;8.762;5.648;6.656;7.362;6.891;6.325;5.65;6.034;7.408;6.038;11.149;9.371;6.848;3.769;9.036;11.564;4.563;6.269;11.158;12.314;5.163;7.545
7.762;5.961;7.41;6.891;6.498;6.509;5.959;6.385;5.624;4.288;4.063;3.878;3.858;0.0;2.381;1.706;2.103;8.178;7.708;7.097;3.18;4.051;4.727;3.591;3.659;4.842;4.131;4.031;3.237;4.65;4.411;4.68;4.557;4.306;5.142;4.372;4.851;4.398;4.798;4.004;3.674;3.087;4.12;2.435;4.819;6.324;5.607;5.171;5.917;7.718;5.258;4.97;6.866;7.274;7.514;6.422;7.068;10.046;8.115;8.895;4.6;4.008;6.007;7.151;5.525;6.822;6.445;6.262;5.776;6.779;7.262;7.384;6.831;4.65;4.992;7.012;7.869;7.056;8.805;9.269;8.231;7.382;6.501;7.245;6.185;6.09;5.389;5.271;4.889;4.112;4.593;3.397;3.924;4.421;10.587;6.605;10.207;8.306;8.902;5.795;5.245;4.646;5.471;5.342;6.399;5.236;5.859;6.95;6.479;5.913;5.238;5.622;6.996;5.626;10.737;8.959;6.163;2.787;4.998;7.177;4.151;5.418;6.771;8.276;4.697;6.976
7.074;5.272;6.721;6.202;5.809;5.82;5.27;5.696;5.208;2.937;2.517;3.351;3.331;2.381;0.0;0.674;1.028;7.489;7.019;6.408;2.491;3.362;4.038;2.903;2.97;4.153;4.878;3.342;2.549;4.508;3.723;4.279;3.868;3.617;4.453;3.748;4.163;3.71;4.109;3.315;3.147;2.56;3.562;1.909;5.565;5.635;4.919;4.483;5.228;7.029;4.57;4.281;6.177;6.585;6.825;5.733;6.379;10.793;8.861;9.642;3.911;3.319;6.754;7.898;6.272;7.28;7.192;7.009;6.523;6.09;6.573;6.696;6.142;3.962;4.303;6.324;8.616;7.803;9.552;10.016;8.977;8.129;7.247;6.716;6.642;6.801;6.136;5.929;5.636;3.585;4.066;1.017;1.543;2.041;9.898;5.916;9.518;7.617;8.213;4.796;3.829;3.957;4.472;4.654;5.4;4.548;5.555;6.261;5.79;5.224;4.549;4.933;6.307;4.937;10.048;8.27;5.747;0.407;7.354;9.534;3.462;5.169;9.128;10.632;4.062;6.444
6.426;4.625;6.073;5.554;5.161;5.172;4.622;5.048;4.56;2.777;2.357;2.703;2.683;1.706;0.674;0.0;0.38;6.841;6.371;5.76;1.843;2.714;3.39;2.255;2.322;3.505;4.23;2.694;1.901;3.86;3.075;3.631;3.221;2.969;3.805;3.1;3.515;3.062;3.461;2.667;2.499;1.912;2.914;1.261;4.918;4.987;4.271;3.835;4.58;6.381;3.922;3.633;5.529;5.937;6.177;5.086;5.731;10.145;8.214;8.994;3.263;2.671;6.106;7.25;5.624;6.632;6.544;6.361;5.875;5.442;5.925;6.048;5.495;3.314;3.655;5.676;7.968;7.155;8.904;9.368;8.33;7.481;6.6;6.068;5.994;6.153;5.488;5.282;4.988;2.937;3.418;1.691;2.218;2.715;9.25;5.269;8.87;6.969;7.565;5.47;4.503;3.309;5.146;4.006;6.074;3.9;4.907;5.613;5.142;4.576;3.901;4.285;5.659;4.289;9.4;7.622;5.099;1.081;6.68;8.86;2.814;4.521;8.453;9.958;3.414;5.797
6.309;4.508;5.957;5.438;5.045;5.056;4.506;4.932;4.444;2.835;2.633;2.425;2.405;1.453;1.028;0.38;0.649;6.725;6.255;5.644;1.727;2.598;3.274;2.138;2.205;3.389;4.114;2.578;1.784;3.744;2.958;3.515;3.104;2.853;3.689;2.919;3.398;2.945;3.345;2.551;2.221;1.634;2.667;0.982;4.801;4.871;4.154;3.718;4.464;6.265;3.805;3.517;5.413;5.821;6.061;4.969;5.615;10.028;8.097;8.878;3.147;2.555;5.99;7.133;5.508;6.515;6.428;6.245;5.759;5.325;5.809;5.931;5.378;3.197;3.538;5.559;7.852;7.039;8.788;9.252;8.213;7.364;6.483;5.951;5.878;6.037;5.372;5.165;4.871;2.659;3.14;2.045;2.572;3.069;9.134;5.152;8.754;6.853;7.449;5.824;4.857;3.193;5.5;3.889;6.428;3.783;4.679;5.497;5.026;4.46;3.785;4.169;5.543;4.173;9.284;7.506;4.983;1.435;6.427;8.606;2.698;4.404;8.2;9.705;3.298;5.68
2.898;3.73;2.545;2.798;3.177;3.02;3.643;3.219;4.377;8.865;8.676;8.455;8.435;7.391;7.071;6.423;6.043;0.0;0.47;1.081;5.582;5.367;3.994;5.179;5.026;3.843;5.444;5.744;5.53;5.891;4.309;4.798;4.782;4.535;4.288;4.865;4.196;4.435;3.993;5.297;8.252;7.664;8.666;7.013;6.018;5.963;2.922;3.513;2.612;2.233;4.992;4.703;2.171;1.763;1.523;2.681;1.583;11.064;9.133;9.913;6.355;5.763;6.048;8.169;6.146;4.651;5.131;7.28;5.679;2.676;2.514;1.899;2.113;6.172;6.585;8.534;6.498;6.974;6.552;7.016;6.137;6.985;6.419;3.582;4.705;5.513;5.418;5.098;5.761;8.69;9.17;8.088;8.615;9.112;12.108;8.127;11.728;9.827;10.423;11.28;10.73;5.007;10.956;5.624;11.884;4.85;4.724;5.176;5.647;3.944;4.123;3.783;2.903;3.257;12.258;0.781;4.517;7.478;9.673;12.211;5.385;4.744;12.127;12.951;5.86;4.782
2.525;3.357;2.172;2.425;2.804;2.55;3.173;2.749;3.907;8.396;8.206;7.986;7.966;6.921;6.602;5.954;5.573;0.47;0.0;0.611;5.112;4.897;3.525;4.71;4.557;3.373;4.974;5.275;5.06;5.421;3.84;4.329;4.312;4.065;3.818;4.395;3.726;3.965;3.523;4.828;7.782;7.195;8.197;6.543;5.549;5.494;2.452;3.044;2.142;1.763;4.522;4.233;1.797;1.389;1.149;2.307;1.113;10.68;8.749;9.529;5.885;5.293;5.845;7.785;5.762;4.448;4.928;6.896;5.476;2.206;2.045;1.43;1.643;5.702;6.116;8.064;6.295;6.771;6.349;6.813;5.934;6.782;6.216;3.112;4.235;5.043;4.948;4.629;5.291;8.22;8.701;7.618;8.145;8.642;11.638;7.657;11.258;9.358;9.954;10.81;10.261;4.538;10.486;5.155;11.415;4.38;4.255;4.706;5.177;3.475;3.653;3.314;2.434;2.787;11.789;1.251;4.047;7.008;9.203;11.742;4.916;4.274;11.658;12.481;5.391;4.312
3.035;3.134;2.682;2.935;3.314;1.939;2.562;2.138;3.296;7.784;7.595;7.374;7.354;6.31;5.99;5.342;4.962;1.081;0.611;0.0;4.501;4.509;2.913;4.098;3.945;2.762;4.362;4.725;4.449;4.81;3.228;3.717;3.924;3.453;3.207;3.784;3.115;3.353;3.135;4.216;7.171;6.583;7.585;5.932;4.937;5.105;1.841;2.432;1.531;1.152;3.91;3.622;2.308;1.9;1.66;2.062;0.502;10.068;8.137;8.918;5.314;4.722;5.331;7.173;5.151;3.94;4.414;6.284;4.963;1.594;1.433;0.818;1.032;5.314;5.705;7.676;6.906;6.258;6.961;7.424;6.545;6.583;5.702;2.501;3.624;4.431;4.337;4.017;4.68;7.609;8.089;7.007;7.534;8.031;11.25;7.269;10.87;8.969;9.565;10.199;9.649;4.149;9.875;4.766;10.803;3.992;3.643;4.318;4.789;3.086;3.265;2.925;1.822;2.399;11.4;1.862;3.436;6.397;8.592;11.13;4.304;3.663;11.046;11.87;4.779;3.701
5.356;3.555;5.003;4.484;4.091;3.625;2.964;3.39;2.901;4.712;4.523;4.302;4.282;3.238;2.918;2.27;1.89;5.848;5.379;4.767;0.0;1.277;1.687;0.442;1.015;1.802;2.97;1.257;1.027;2.553;1.372;2.324;1.783;1.156;2.146;1.793;1.812;1.249;2.391;1.36;4.099;3.511;4.514;2.86;3.661;3.55;2.723;2.131;3.033;5.388;2.929;2.64;4.443;4.851;5.091;3.999;4.738;8.888;6.957;7.737;1.42;0.828;4.849;5.993;4.367;4.973;5.287;5.104;4.618;3.894;4.357;4.54;3.947;1.877;1.811;3.859;6.711;5.898;7.647;8.111;7.073;6.224;5.343;4.409;4.335;4.494;3.942;3.623;3.731;4.537;5.017;3.935;4.462;4.959;7.433;3.451;7.053;5.152;5.748;7.714;6.747;1.872;7.39;2.569;8.318;2.463;3.248;4.176;3.705;3.484;2.831;3.215;4.091;3.219;7.583;6.629;3.44;3.325;6.801;9.34;1.507;2.862;9.255;10.079;2.107;4.138
4.254;2.453;3.901;3.382;2.989;3.92;3.539;3.827;3.515;4.806;4.617;4.396;4.376;3.332;3.012;2.364;1.984;5.367;4.897;4.497;1.288;0.0;2.078;1.73;2.303;2.93;4.187;0.456;2.251;3.842;2.393;3.541;0.585;2.444;3.274;3.081;2.939;2.518;1.374;2.649;4.192;3.605;4.607;2.954;4.949;2.352;3.018;2.642;3.328;5.118;2.669;2.381;3.357;3.765;4.005;2.914;4.468;10.176;8.245;9.025;1.067;0.475;6.137;7.281;5.655;5.587;6.061;6.392;5.718;3.924;4.673;4.569;3.977;0.884;1.297;3.246;7.938;7.125;8.874;9.338;8.3;7.451;6.57;5.032;4.949;5.108;4.556;4.236;4.899;4.63;5.111;4.029;4.555;5.053;6.82;2.838;6.44;4.539;5.135;7.808;6.841;0.674;7.484;1.37;8.412;1.264;3.862;2.978;2.507;2.285;1.729;2.113;4.407;2.117;6.97;6.148;4.054;3.419;7.638;10.176;2.796;3.96;10.079;10.916;3.395;4.867
3.618;1.868;3.316;2.747;2.405;2.492;2.014;2.4;1.951;5.146;4.905;4.736;4.716;3.621;3.351;2.704;2.922;4.161;3.692;3.08;1.687;2.078;0.0;1.302;1.119;0.852;2.109;2.086;1.572;2.943;0.315;1.464;1.493;0.764;1.196;1.646;0.861;0.44;0.704;1.861;4.481;3.945;4.928;3.293;3.112;2.667;1.591;1.181;1.9;3.701;1.242;0.953;2.773;3.181;3.37;2.329;3.051;8.389;6.408;7.239;2.675;2.083;4.3;5.444;3.818;4.073;4.497;4.555;4.069;2.762;3.195;3.368;2.815;2.706;3.016;5.068;6.162;5.349;7.098;7.613;6.524;5.675;4.794;3.459;3.436;3.595;2.992;2.673;3.232;4.97;5.4;4.368;4.895;5.392;8.642;4.661;8.262;6.361;6.957;8.147;7.18;1.668;7.823;2.328;8.701;1.604;2.237;3.051;2.873;1.82;1.144;1.529;2.98;1.533;8.742;4.892;2.49;3.758;6.776;9.314;2.009;1.962;9.23;10.003;2.526;3.238
4.927;3.119;4.568;4.056;3.656;3.189;2.528;2.954;2.466;4.691;4.488;4.281;4.261;3.203;2.897;2.249;2.505;5.413;4.943;4.332;0.442;1.719;1.251;0.013;0.729;1.367;2.624;1.699;1.006;2.467;0.936;1.978;2.225;0.754;1.711;1.649;1.376;0.813;1.956;1.281;4.064;3.49;4.51;2.839;3.575;3.976;2.288;1.696;2.598;4.953;2.493;2.205;4.008;4.416;4.663;3.564;4.303;8.809;6.871;7.658;1.862;1.27;4.763;5.907;4.281;4.544;5.012;5.018;4.532;3.459;3.928;4.104;3.512;2.318;2.24;4.3;6.625;5.812;7.561;8.032;6.987;6.138;5.257;3.974;3.907;4.066;3.506;3.187;3.652;4.515;4.983;3.913;4.44;4.937;7.875;3.893;7.495;5.594;6.19;7.693;6.726;2.301;7.368;2.997;8.284;2.856;2.708;4.302;4.124;3.071;2.396;2.78;3.655;2.784;8.012;6.201;3.005;3.303;6.767;9.305;1.428;2.433;9.221;10.058;2.021;3.709
4.498;2.936;4.384;3.626;3.473;3.006;2.345;2.771;2.282;4.189;4.239;3.779;3.759;2.954;2.395;1.747;2.255;5.229;4.76;4.148;1.079;2.288;1.068;0.544;0.24;1.183;2.352;2.268;0.503;1.936;0.753;1.707;2.562;0.75;1.528;1.35;1.193;0.755;1.773;0.982;3.815;2.988;4.261;2.337;3.043;3.546;2.105;1.513;2.414;4.769;2.31;2.022;3.825;4.233;4.233;3.381;4.119;8.431;6.339;7.28;2.499;1.907;4.231;5.375;3.749;4.115;4.67;4.486;4.001;3.276;3.498;3.921;3.329;2.888;2.791;4.937;6.094;5.28;7.03;7.654;6.455;5.606;4.725;3.79;3.477;3.636;3.323;3.004;3.274;4.013;4.733;3.411;3.938;4.435;8.512;4.53;8.132;6.231;6.827;7.191;6.224;2.548;6.866;3.207;8.034;2.673;2.279;4.119;3.941;2.888;2.212;2.597;3.472;2.601;8.562;5.771;2.822;2.801;6.517;9.056;1.129;2.004;8.971;9.556;1.489;3.28
3.946;2.72;3.593;3.649;3.256;1.823;1.279;1.705;1.216;5.372;5.183;4.962;4.942;3.898;3.578;2.93;2.55;4.201;3.732;3.155;1.802;2.715;0.852;1.367;1.183;0.0;1.601;2.695;1.687;2.435;0.537;0.955;2.345;1.177;0.633;1.022;0.353;0.854;1.556;1.455;4.758;4.171;5.173;3.52;2.603;3.569;0.921;0.33;1.231;3.755;2.094;1.805;2.641;3.049;3.289;2.198;3.105;7.83;5.899;6.68;3.222;2.63;3.792;4.935;3.31;3.288;3.763;4.047;3.419;2.093;2.576;2.738;2.145;3.315;3.613;5.661;5.64;4.827;6.576;7.04;6.001;5.153;4.271;2.724;2.651;2.81;2.257;1.938;2.6;5.197;5.677;4.595;5.121;5.619;9.235;5.253;8.855;6.954;7.55;7.824;7.274;2.571;7.5;3.231;8.428;2.456;1.564;3.903;3.724;2.671;1.996;2.38;2.31;2.384;9.385;4.983;1.756;3.985;6.217;8.755;1.542;1.177;8.671;9.495;2.017;2.453
5.582;4.275;5.081;4.958;4.811;3.036;2.152;2.578;1.785;6.028;5.987;5.618;5.598;3.848;4.234;3.586;4.004;5.689;5.22;4.636;3.176;4.27;2.407;2.675;2.436;1.899;0.0;4.25;2.468;0.834;2.092;0.943;3.9;2.732;1.582;1.293;1.546;2.409;3.111;1.661;5.563;4.827;6.009;4.176;1.003;4.878;2.409;1.918;2.719;5.243;2.797;2.509;4.129;4.537;4.925;3.686;4.593;6.378;4.299;5.227;4.596;4.004;2.191;3.335;1.709;3.155;2.629;2.446;1.96;3.38;3.546;4.16;3.633;4.87;4.922;7.035;4.053;3.24;4.989;5.601;4.415;3.566;2.685;3.409;2.517;2.422;1.573;1.455;1.221;5.853;6.482;5.251;5.778;6.275;10.609;6.628;10.229;8.329;8.925;6.223;5.674;3.879;5.899;4.539;6.976;4.011;2.169;5.458;5.279;4.226;3.551;3.935;3.279;3.939;10.694;6.619;2.324;4.641;4.765;7.303;1.749;1.728;7.219;7.894;0.881;3.286
