Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
68;"974";"30";"30";42;501;818;829;11;2.432;3.6
69;"500";"35";"20";160;160;823;872;49;18.913;28.4
70;"513";"132";"20";230;160;837;846;9;4.152;6.2
71;"975";"32";"30";501;42;840;853;13;4.347;6.5
72;"1028";"112";"31";114;42;843;856;13;4.917;7.4
73;"948";"146";"29";42;159;844;870;26;11.047;16.6
74;"1010";"53";"31";66;25;846;865;19;6.708;10.1
75;"1015";"74";"31";42;66;846;860;14;5.729;8.6
76;"514";"135";"20";160;160;853;902;49;18.913;28.4
77;"949";"148";"29";159;42;874;897;23;10.305;15.5
78;"1029";"117";"31";25;63;874;893;19;7.252;10.9
79;"1016";"76";"31";66;114;876;904;28;10.178;15.3
80;"990";"214";"30";42;501;878;889;11;2.432;3.6
81;"501";"38";"20";160;160;883;932;49;18.913;28.4
82;"976";"34";"30";42;99;883;894;11;4.159;6.2
83;"977";"37";"30";99;42;897;908;11;3.872;5.8
84;"991";"216";"30";501;42;900;913;13;4.347;6.5
85;"1030";"119";"31";63;25;903;925;22;8.134;12.2
86;"950";"153";"29";42;159;904;930;26;11.047;16.6
87;"1031";"133";"31";25;66;904;920;16;6.472;9.7
88;"1017";"78";"31";114;42;905;918;13;4.917;7.4
89;"963";"324";"29";42;14;910;917;7;1.734;2.6
90;"515";"138";"20";160;160;913;962;49;18.913;28.4
91;"964";"326";"29";14;42;918;927;9;3.163;4.7
92;"951";"155";"29";159;42;934;957;23;10.305;15.5
93;"1018";"80";"31";42;66;936;950;14;5.729;8.6
94;"1032";"135";"31";66;114;936;964;28;10.178;15.3
95;"502";"41";"20";160;160;943;992;49;18.913;28.4
96;"997";"322";"30";42;99;943;954;11;4.159;6.2
97;"992";"219";"30";42;42;949;973;24;7.592;11.4
98;"998";"325";"30";99;42;957;968;11;3.872;5.8
99;"952";"159";"29";42;159;964;990;26;11.047;16.6
100;"1033";"137";"31";114;66;965;992;27;11.388;17.1
101;"1019";"82";"31";66;25;966;985;19;6.708;10.1
102;"516";"141";"20";160;75;973;1001;28;10.236;15.4
103;"993";"221";"30";42;99;993;1004;11;4.159;6.2
104;"953";"161";"29";159;42;994;1017;23;10.305;15.5
105;"1034";"139";"31";66;42;996;1012;16;5.787;8.7
106;"503";"44";"20";160;75;1003;1031;28;10.236;15.4
107;"1020";"87";"31";25;66;1004;1020;16;6.472;9.7
108;"994";"224";"30";99;42;1007;1018;11;3.872;5.8
109;"954";"165";"29";42;159;1024;1050;26;11.047;16.6
110;"1021";"89";"31";66;25;1026;1045;19;6.708;10.1
111;"984";"83";"30";42;99;1043;1054;11;4.159;6.2
112;"1022";"92";"31";25;66;1049;1065;16;6.472;9.7
113;"955";"167";"29";159;14;1054;1082;28;11.702;17.6
114;"985";"86";"30";99;42;1057;1093;36;12.305;18.5
115;"1023";"94";"31";66;42;1066;1082;16;5.787;8.7
116;"956";"169";"29";14;42;1083;1091;8;3.163;4.7
117;"957";"173";"29";42;159;1111;1134;23;11.047;16.6
118;"1024";"99";"31";42;63;1116;1129;13;6.509;9.8
119;"980";"63";"30";42;99;1123;1133;10;4.159;6.2
120;"981";"66";"30";99;42;1137;1148;11;3.872;5.8
121;"1025";"101";"31";63;42;1143;1158;15;7.213;10.8
122;"958";"175";"29";159;42;1154;1174;20;10.305;15.5
123;"959";"180";"29";42;14;1205;1212;7;1.734;2.6
124;"960";"182";"29";14;42;1213;1221;8;3.163;4.7
125;"961";"186";"29";42;159;1231;1254;23;11.047;16.6
126;"999";"24";"31";25;66;1234;1246;12;6.472;9.7
127;"982";"77";"30";42;99;1253;1263;10;4.159;6.2
128;"962";"188";"29";159;42;1259;1279;20;10.305;15.5
129;"983";"80";"30";99;42;1267;1278;11;3.872;5.8
130;"1000";"26";"31";66;112;1281;1300;19;9.546;14.3
131;"1001";"28";"31";112;66;1301;1320;19;10.69;16.0
132;"1002";"30";"31";66;25;1321;1335;14;6.708;10.1
133;"1003";"34";"31";25;66;1344;1356;12;6.472;9.7
134;"931";"91";"29";42;159;1351;1374;23;11.047;16.6
135;"978";"57";"30";42;99;1353;1363;10;4.159;6.2
136;"1004";"36";"31";66;31;1357;1363;6;0.0;0.0
137;"979";"60";"30";99;42;1365;1376;11;3.872;5.8
138;"932";"93";"29";159;42;1375;1392;17;1.835;2.8
139;"0";"1000";"0";28;28;1680;1680;0;0.0;0.0
