Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
66;"726";"73";"24";87;82;335;365;30;10.53;15.8
67;"1005";"42";"31";42;66;336;350;14;5.729;8.6
68;"141";"196";"4";92;93;337;376;39;12.358;18.5
69;"176";"65";"5";77;92;338;365;27;7.371;11.1
70;"253";"32";"6";93;49;340;371;31;9.521;14.3
71;"265";"62";"6";49;93;340;373;33;9.623;14.4
72;"39";"452";"3";77;77;342;379;37;10.579;15.9
73;"433";"101";"14";93;92;342;382;40;11.993;18.0
74;"363";"68";"7";49;96;345;380;35;11.216;16.8
75;"892";"194";"27";115;49;345;375;30;11.856;17.8
76;"106";"82";"4";92;93;347;386;39;12.358;18.5
77;"880";"108";"27";49;115;347;379;32;12.888;19.3
78;"634";"132";"22";160;11;348;377;29;11.288;16.9
79;"163";"36";"5";92;77;350;375;25;7.504;11.3
80;"474";"28";"16";49;49;350;388;38;11.335;17.0
81;"615";"36";"22";11;160;350;380;30;11.48;17.2
82;"51";"492";"3";77;77;352;389;37;10.579;15.9
83;"358";"34";"7";96;49;352;386;34;11.152;16.7
84;"458";"297";"14";93;92;352;392;40;11.993;18.0
85;"817";"80";"26";58;72;353;383;30;9.569;14.4
86;"242";"6";"6";93;49;355;386;31;9.521;14.3
87;"1045";"350";"31";112;63;355;383;28;11.471;17.2
88;"844";"222";"26";72;58;356;385;29;9.99;15.0
89;"108";"89";"4";92;93;357;396;39;12.358;18.5
90;"150";"6";"5";77;92;358;385;27;7.371;11.1
91;"603";"6";"22";160;11;359;388;29;11.288;16.9
92;"935";"103";"29";159;42;359;382;23;10.305;15.5
93;"545";"376";"21";45;1;360;384;24;8.431;12.6
94;"888";"130";"27";115;49;360;390;30;11.856;17.8
95;"577";"454";"21";1;45;361;384;23;8.468;12.7
96;"706";"28";"24";87;82;361;391;30;10.53;15.8
97;"712";"49";"24";87;82;361;391;30;10.53;15.8
98;"2";"7";"1";112;112;362;414;52;16.272;24.4
99;"24";"227";"3";77;77;362;399;37;10.579;15.9
100;"445";"134";"14";93;92;362;402;40;11.993;18.0
101;"927";"600";"27";49;115;362;394;32;12.888;19.3
102;"509";"101";"20";160;160;363;412;49;18.913;28.4
103;"742";"111";"24";82;87;364;394;30;10.317;15.5
104;"469";"10";"16";49;49;365;403;38;11.335;17.0
105;"685";"590";"22";11;160;365;395;30;11.48;17.2
106;"1006";"44";"31";66;112;366;392;26;9.546;14.3
107;"129";"151";"4";92;93;367;406;39;12.358;18.5
108;"622";"76";"22";160;11;367;396;29;11.288;16.9
109;"177";"67";"5";92;77;370;395;25;7.504;11.3
110;"335";"897";"6";49;93;370;403;33;9.623;14.4
111;"835";"192";"26";72;58;371;400;29;9.99;15.0
112;"43";"466";"3";77;77;372;409;37;10.579;15.9
113;"420";"65";"14";93;92;372;412;40;11.993;18.0
114;"266";"64";"6";93;49;375;406;31;9.521;14.3
115;"371";"141";"7";49;96;375;410;35;11.216;16.8
116;"591";"486";"21";45;1;375;399;24;8.431;12.6
117;"966";"7";"30";99;99;375;421;46;17.05;25.6
118;"93";"48";"4";92;93;377;416;39;12.358;18.5
119;"164";"38";"5";77;92;378;405;27;7.371;11.1
120;"597";"501";"21";1;45;378;401;23;8.468;12.7
121;"254";"34";"6";49;93;380;413;33;9.623;14.4
122;"635";"134";"22";11;160;380;410;30;11.48;17.2
123;"697";"15";"24";87;82;380;410;30;10.53;15.8
124;"717";"54";"24";82;87;380;410;30;10.317;15.5
125;"727";"75";"24";82;87;380;410;30;10.317;15.5
126;"881";"110";"27";115;49;380;410;30;11.856;17.8
127;"40";"455";"3";77;77;382;419;37;10.579;15.9
128;"364";"70";"7";96;49;382;416;34;11.152;16.7
129;"422";"75";"14";93;92;382;422;40;11.993;18.0
130;"893";"196";"27";49;115;382;414;32;12.888;19.3
131;"806";"41";"26";58;72;383;413;30;9.569;14.4
132;"488";"139";"16";49;49;385;423;38;11.335;17.0
133;"104";"77";"4";92;93;387;426;39;12.358;18.5
134;"546";"378";"21";1;45;388;411;23;8.468;12.7
135;"616";"38";"22";160;11;388;417;29;11.288;16.9
136;"818";"84";"26";72;58;388;417;29;9.99;15.0
137;"1046";"352";"31";63;25;388;410;22;8.134;12.2
138;"936";"108";"29";42;159;389;415;26;11.047;16.6
139;"151";"8";"5";92;77;390;415;25;7.504;11.3
140;"243";"8";"6";49;93;390;423;33;9.623;14.4
141;"578";"456";"21";45;1;390;414;24;8.431;12.6
142;"604";"8";"22";11;160;390;420;30;11.48;17.2
143;"76";"573";"3";77;77;392;429;37;10.579;15.9
144;"399";"6";"14";93;92;392;432;40;11.993;18.0
145;"497";"24";"20";160;160;393;442;49;18.913;28.4
146;"845";"224";"26";58;72;393;423;30;9.569;14.4
147;"475";"31";"16";49;49;395;433;38;11.335;17.0
148;"707";"30";"24";82;87;395;425;30;10.317;15.5
149;"714";"51";"24";82;87;395;425;30;10.317;15.5
150;"743";"113";"24";87;82;395;425;30;10.53;15.8
151;"928";"602";"27";115;25;395;415;20;7.885;11.8
152;"1013";"68";"31";42;66;396;410;14;5.729;8.6
153;"147";"318";"4";92;93;397;436;39;12.358;18.5
154;"322";"839";"6";38;49;397;416;19;5.705;8.6
155;"889";"132";"27";49;115;397;429;32;12.888;19.3
156;"178";"69";"5";77;92;398;425;27;7.371;11.1
157;"686";"592";"22";160;11;398;427;29;11.288;16.9
158;"52";"495";"3";77;77;402;439;37;10.579;15.9
159;"397";"2";"14";93;92;402;442;40;11.993;18.0
160;"336";"899";"6";93;49;405;436;31;9.521;14.3
161;"359";"36";"7";49;96;405;440;35;11.216;16.8
162;"592";"488";"21";1;45;405;428;23;8.468;12.7
163;"598";"503";"21";45;1;405;429;24;8.431;12.6
164;"131";"156";"4";92;93;407;446;39;12.358;18.5
165;"623";"78";"22";11;160;409;439;30;11.48;17.2
166;"165";"40";"5";92;77;410;435;25;7.504;11.3
167;"470";"13";"16";49;49;410;448;38;11.335;17.0
168;"44";"469";"3";77;77;412;449;37;10.579;15.9
169;"372";"143";"7";96;49;412;446;34;11.152;16.7
170;"398";"4";"14";93;92;412;452;40;11.993;18.0
171;"636";"136";"22";160;11;413;442;29;11.288;16.9
172;"836";"194";"26";58;72;413;443;30;9.569;14.4
173;"719";"56";"24";87;82;415;445;30;10.53;15.8
174;"729";"77";"24";87;82;415;445;30;10.53;15.8
175;"894";"198";"27";115;49;415;445;30;11.856;17.8
176;"1007";"46";"31";112;66;415;440;25;10.69;16.0
177;"807";"45";"26";72;58;416;445;29;9.99;15.0
178;"107";"84";"4";92;93;417;456;39;12.358;18.5
179;"882";"112";"27";49;115;417;449;32;12.888;19.3
180;"152";"10";"5";77;92;418;445;27;7.371;11.1
181;"698";"17";"24";82;87;418;448;30;10.317;15.5
182;"937";"110";"29";159;14;419;447;28;11.702;17.6
183;"255";"36";"6";93;49;420;451;31;9.521;14.3
184;"267";"66";"6";49;93;420;453;33;9.623;14.4
185;"547";"380";"21";45;1;420;444;24;8.431;12.6
186;"579";"458";"21";1;45;420;443;23;8.468;12.7
187;"929";"606";"27";25;115;421;439;18;7.217;10.8
188;"3";"10";"1";112;112;422;474;52;16.272;24.4
189;"25";"230";"3";77;77;422;459;37;10.579;15.9
190;"400";"8";"14";93;92;422;462;40;11.993;18.0
191;"510";"104";"20";160;160;423;472;49;18.913;28.4
192;"481";"53";"16";49;49;425;463;38;11.335;17.0
193;"819";"86";"26";58;72;425;455;30;9.569;14.4
194;"1014";"70";"31";66;42;426;442;16;5.787;8.7
195;"82";"13";"4";92;93;427;466;39;12.358;18.5
196;"605";"10";"22";160;11;428;457;29;11.288;16.9
197;"179";"71";"5";92;77;430;455;25;7.504;11.3
198;"331";"858";"6";49;93;430;463;33;9.623;14.4
199;"617";"40";"22";11;160;430;460;30;11.48;17.2
200;"890";"134";"27";115;25;430;450;20;7.885;11.8
201;"846";"228";"26";72;58;431;460;29;9.99;15.0
202;"41";"458";"3";77;77;432;469;37;10.579;15.9
203;"401";"10";"14";93;92;432;472;40;11.993;18.0
204;"244";"10";"6";93;49;435;466;31;9.521;14.3
205;"365";"73";"7";49;96;435;470;35;11.216;16.8
206;"593";"490";"21";45;1;435;459;24;8.431;12.6
207;"599";"505";"21";1;45;435;458;23;8.468;12.7
208;"716";"53";"24";87;82;435;465;30;10.53;15.8
209;"735";"94";"24";82;87;435;465;30;10.317;15.5
210;"744";"115";"24";82;87;435;465;30;10.317;15.5
211;"967";"10";"30";99;42;435;470;35;12.305;18.5
212;"112";"101";"4";92;93;437;476;39;12.358;18.5
213;"166";"42";"5";77;92;438;465;27;7.371;11.1
214;"337";"901";"6";49;93;440;473;33;9.623;14.4
215;"687";"594";"22";11;160;440;470;30;11.48;17.2
216;"930";"608";"27";115;25;440;460;20;7.885;11.8
217;"77";"576";"3";77;77;442;479;37;10.579;15.9
218;"360";"38";"7";96;49;442;476;34;11.152;16.7
219;"402";"12";"14";93;92;442;482;40;11.993;18.0
220;"476";"34";"16";49;49;445;483;38;11.335;17.0
221;"498";"27";"20";160;75;445;473;28;10.236;15.4
222;"637";"138";"22";11;160;445;475;30;11.48;17.2
223;"837";"198";"26";72;58;446;475;29;9.99;15.0
224;"83";"15";"4";92;93;447;486;39;12.358;18.5
225;"624";"80";"22";160;42;447;465;18;6.423;9.6
226;"808";"47";"26";58;72;448;478;30;9.569;14.4
227;"153";"12";"5";92;77;450;475;25;7.504;11.3
228;"548";"382";"21";1;45;450;473;23;8.468;12.7
229;"580";"460";"21";45;1;450;474;24;8.431;12.6
230;"721";"58";"24";82;42;450;460;10;2.976;4.5
231;"731";"79";"24";82;42;450;460;10;2.976;4.5
232;"883";"114";"27";115;25;450;470;20;7.885;11.8
233;"1008";"48";"31";66;112;451;477;26;9.546;14.3
234;"53";"498";"3";77;77;452;489;37;10.579;15.9
235;"895";"200";"27";49;115;452;484;32;12.888;19.3
236;"938";"112";"29";14;159;453;485;32;14.148;21.2
237;"268";"68";"6";93;49;455;486;31;9.521;14.3
238;"471";"16";"16";49;49;455;493;38;11.335;17.0
239;"700";"19";"24";87;24;455;481;26;8.1;12.1
240;"1035";"326";"31";42;66;456;470;14;5.729;8.6
241;"180";"73";"5";77;92;458;485;27;7.371;11.1
242;"291";"225";"6";49;93;460;493;33;9.623;14.4
243;"26";"233";"3";77;77;462;499;37;10.579;15.9
244;"85";"22";"4";92;93;462;501;39;12.358;18.5
245;"403";"14";"14";93;92;462;502;40;11.993;18.0
246;"332";"860";"6";93;23;465;486;21;5.712;8.6
247;"594";"492";"21";1;25;465;479;14;4.125;6.2
248;"600";"507";"21";45;1;465;489;24;8.431;12.6
249;"618";"42";"22";160;11;468;497;29;11.288;16.9
250;"167";"44";"5";92;77;470;495;25;7.504;11.3
251;"45";"472";"3";77;77;472;509;37;10.579;15.9
252;"366";"75";"7";96;49;472;506;34;11.152;16.7
253;"154";"14";"5";77;92;478;505;27;7.371;11.1
254;"86";"26";"4";92;93;479;518;39;12.358;18.5
255;"256";"38";"6";49;93;480;513;33;9.623;14.4
256;"338";"903";"6";93;49;480;511;31;9.521;14.3
257;"549";"384";"21";45;25;480;491;11;3.423;5.1
258;"606";"12";"22";11;160;480;510;30;11.48;17.2
259;"78";"579";"3";77;77;482;519;37;10.579;15.9
260;"404";"16";"14";93;92;482;522;40;11.993;18.0
261;"511";"107";"20";160;160;483;532;49;18.913;28.4
262;"847";"230";"26";58;42;483;499;16;4.682;7.0
263;"581";"462";"21";1;43;485;507;22;7.881;11.8
264;"718";"55";"24";82;87;485;515;30;10.317;15.5
265;"736";"96";"24";87;82;485;515;30;10.53;15.8
266;"745";"117";"24";87;82;485;515;30;10.53;15.8
267;"914";"453";"27";49;25;487;501;14;5.053;7.6
268;"939";"114";"29";159;42;489;512;23;10.305;15.5
269;"229";"422";"5";92;77;490;515;25;7.504;11.3
270;"896";"202";"27";115;25;490;510;20;7.885;11.8
271;"393";"243";"7";49;96;495;530;35;11.216;16.8
272;"884";"119";"27";25;115;496;514;18;7.217;10.8
273;"84";"18";"4";92;93;497;536;39;12.358;18.5
274;"208";"354";"5";77;92;498;525;27;7.371;11.1
275;"245";"12";"6";49;119;500;527;27;7.738;11.6
276;"292";"227";"6";93;49;500;531;31;9.521;14.3
277;"4";"13";"1";112;112;502;554;52;16.272;24.4
278;"27";"236";"3";77;77;502;539;37;10.579;15.9
279;"405";"18";"14";93;92;502;542;40;11.993;18.0
280;"155";"16";"5";92;77;510;535;25;7.504;11.3
281;"619";"44";"22";11;42;510;523;13;4.499;6.7
282;"1036";"328";"31";66;114;511;539;28;10.178;15.3
283;"688";"598";"22";160;11;513;542;29;11.288;16.9
284;"838";"200";"26";58;72;513;543;30;9.569;14.4
285;"915";"457";"27";25;49;515;525;10;3.236;4.9
286;"88";"32";"4";92;93;517;556;39;12.358;18.5
287;"230";"424";"5";77;92;518;545;27;7.371;11.1
288;"986";"124";"30";42;501;518;529;11;2.432;3.6
289;"257";"40";"6";93;49;520;551;31;9.521;14.3
290;"269";"70";"6";49;93;520;553;33;9.623;14.4
291;"601";"509";"21";1;25;520;534;14;4.125;6.2
292;"720";"57";"24";87;82;520;550;30;10.53;15.8
293;"738";"98";"24";82;42;520;530;10;2.976;4.5
294;"746";"119";"24";82;42;520;530;10;2.976;4.5
295;"885";"121";"27";115;25;520;540;20;7.885;11.8
296;"582";"464";"21";43;4;521;542;21;7.049;10.6
297;"54";"501";"3";77;77;522;559;37;10.579;15.9
298;"454";"166";"14";93;92;522;562;40;11.993;18.0
299;"181";"75";"5";92;77;530;555;25;7.504;11.3
300;"799";"609";"24";42;87;530;550;20;6.599;9.9
301;"394";"245";"7";96;49;532;566;34;11.152;16.7
302;"916";"459";"27";49;25;532;546;14;5.053;7.6
303;"512";"110";"20";160;37;533;545;12;4.347;6.5
304;"87";"30";"4";92;93;537;576;39;12.358;18.5
305;"168";"46";"5";77;92;538;565;27;7.371;11.1
306;"550";"388";"21";25;43;539;547;8;3.0;4.5
307;"339";"905";"6";49;119;540;567;27;7.738;11.6
308;"987";"126";"30";501;99;540;564;24;9.092;13.6
309;"46";"475";"3";77;77;542;579;37;10.579;15.9
310;"406";"20";"14";93;92;542;582;40;11.993;18.0
311;"1037";"330";"31";114;66;543;570;27;11.388;17.1
312;"246";"14";"6";119;49;546;571;25;7.46;11.2
313;"607";"16";"22";160;11;548;577;29;11.288;16.9
314;"211";"363";"5";92;77;550;575;25;7.504;11.3
315;"689";"600";"22";11;160;550;580;30;11.48;17.2
316;"897";"207";"27";25;115;551;569;18;7.217;10.8
317;"940";"119";"29";42;159;554;580;26;11.047;16.6
318;"367";"79";"7";49;96;555;590;35;11.216;16.8
319;"839";"204";"26";72;58;555;584;29;9.99;15.0
320;"90";"38";"4";92;93;557;596;39;12.358;18.5
321;"504";"50";"20";230;160;557;566;9;4.152;6.2
322;"182";"77";"5";77;92;558;585;27;7.371;11.1
323;"258";"42";"6";49;93;560;593;33;9.623;14.4
324;"270";"72";"6";93;49;560;591;31;9.521;14.3
325;"551";"390";"21";43;1;561;584;23;7.961;11.9
326;"5";"16";"1";112;112;562;614;52;16.272;24.4
327;"20";"215";"3";77;77;562;599;37;10.579;15.9
328;"408";"28";"14";93;92;562;602;40;11.993;18.0
329;"583";"466";"21";4;43;562;582;20;7.009;10.5
330;"988";"129";"30";99;501;567;589;22;7.145;10.7
331;"505";"53";"20";160;160;568;617;49;18.913;28.4
332;"169";"48";"5";92;77;570;595;25;7.504;11.3
333;"722";"59";"24";82;87;570;600;30;10.317;15.5
334;"898";"209";"27";115;25;570;590;20;7.885;11.8
335;"89";"36";"4";92;93;577;616;39;12.358;18.5
336;"156";"18";"5";77;92;578;605;27;7.371;11.1
337;"247";"16";"6";49;119;580;607;27;7.738;11.6
338;"55";"504";"3";77;77;582;619;37;10.579;15.9
339;"409";"32";"14";93;92;582;622;40;11.993;18.0
340;"941";"121";"29";159;14;584;612;28;11.702;17.6
341;"608";"18";"22";11;160;585;615;30;11.48;17.2
342;"340";"907";"6";119;49;586;611;25;7.46;11.2
343;"690";"602";"22";160;11;588;617;29;11.288;16.9
344;"183";"79";"5";92;77;590;615;25;7.504;11.3
345;"368";"81";"7";96;49;592;626;34;11.152;16.7
346;"840";"206";"26";58;72;593;623;30;9.569;14.4
347;"1038";"332";"31";66;114;596;624;28;10.178;15.3
348;"91";"40";"4";92;93;597;636;39;12.358;18.5
349;"170";"50";"5";77;92;598;625;27;7.371;11.1
350;"259";"44";"6";93;49;600;631;31;9.521;14.3
351;"271";"74";"6";49;119;600;627;27;7.738;11.6
352;"989";"131";"30";501;42;600;613;13;4.347;6.5
353;"584";"468";"21";43;4;601;622;21;7.049;10.6
354;"899";"213";"27";25;115;601;619;18;7.217;10.8
355;"47";"478";"3";77;77;602;639;37;10.579;15.9
356;"410";"34";"14";93;92;602;642;40;11.993;18.0
357;"552";"392";"21";1;43;605;627;22;7.881;11.8
358;"157";"20";"5";92;77;610;635;25;7.504;11.3
359;"349";"12";"7";49;96;615;650;35;11.216;16.8
360;"723";"61";"24";87;82;615;645;30;10.53;15.8
361;"121";"125";"4";92;93;617;656;39;12.358;18.5
362;"184";"81";"5";77;92;618;645;27;7.371;11.1
363;"609";"20";"22";160;11;618;647;29;11.288;16.9
364;"942";"123";"29";14;42;618;627;9;3.163;4.7
365;"341";"909";"6";49;93;620;653;33;9.623;14.4
366;"691";"604";"22";11;160;620;650;30;11.48;17.2
367;"900";"215";"27";115;49;620;650;30;11.856;17.8
368;"21";"218";"3";77;77;622;659;37;10.579;15.9
369;"412";"42";"14";93;92;622;662;40;11.993;18.0
370;"841";"209";"26";72;58;625;654;29;9.99;15.0
371;"248";"18";"6";119;49;626;651;25;7.46;11.2
372;"171";"52";"5";92;77;630;655;25;7.504;11.3
373;"1039";"334";"31";114;66;633;660;27;11.388;17.1
374;"94";"54";"4";92;93;637;676;39;12.358;18.5
375;"158";"22";"5";77;92;638;665;27;7.371;11.1
376;"968";"14";"30";42;501;638;649;11;2.432;3.6
377;"260";"46";"6";49;119;640;667;27;7.738;11.6
378;"553";"394";"21";43;1;641;664;23;7.961;11.9
379;"56";"507";"3";77;77;642;679;37;10.579;15.9
380;"411";"40";"14";93;92;642;682;40;11.993;18.0
381;"506";"56";"20";160;160;643;692;49;18.913;28.4
382;"272";"76";"6";119;49;646;671;25;7.46;11.2
383;"585";"470";"21";4;43;647;667;20;7.009;10.5
384;"227";"400";"5";92;77;650;675;25;7.504;11.3
385;"350";"14";"7";96;49;652;686;34;11.152;16.7
386;"610";"22";"22";11;160;655;685;30;11.48;17.2
387;"96";"58";"4";92;93;657;696;39;12.358;18.5
388;"901";"217";"27";49;115;657;689;32;12.888;19.3
389;"172";"54";"5";77;92;658;685;27;7.371;11.1
390;"692";"606";"22";160;11;658;687;29;11.288;16.9
391;"249";"20";"6";49;119;660;687;27;7.738;11.6
392;"342";"911";"6";93;49;660;691;31;9.521;14.3
393;"969";"16";"30";501;99;660;684;24;9.092;13.6
394;"48";"481";"3";77;77;662;699;37;10.579;15.9
395;"413";"44";"14";93;92;662;702;40;11.993;18.0
396;"842";"211";"26";58;42;663;679;16;4.682;7.0
397;"185";"83";"5";92;77;670;695;25;7.504;11.3
398;"708";"42";"24";82;87;670;700;30;10.317;15.5
399;"1040";"336";"31";66;114;671;699;28;10.178;15.3
400;"943";"128";"29";42;159;674;700;26;11.047;16.6
401;"375";"163";"7";49;96;675;710;35;11.216;16.8
402;"97";"60";"4";92;93;677;716;39;12.358;18.5
403;"228";"402";"5";77;92;678;705;27;7.371;11.1
404;"273";"78";"6";49;93;680;713;33;9.623;14.4
405;"22";"221";"3";77;77;682;719;37;10.579;15.9
406;"415";"52";"14";93;92;682;722;40;11.993;18.0
407;"261";"48";"6";119;49;686;711;25;7.46;11.2
408;"970";"19";"30";99;501;687;709;22;7.145;10.7
409;"611";"24";"22";160;11;688;717;29;11.288;16.9
410;"159";"24";"5";92;77;690;715;25;7.504;11.3
411;"554";"396";"21";1;43;690;712;22;7.881;11.8
412;"693";"608";"22";11;160;690;720;30;11.48;17.2
413;"809";"52";"26";72;58;690;719;29;9.99;15.0
414;"586";"472";"21";43;1;691;714;23;7.961;11.9
415;"902";"219";"27";115;25;695;715;20;7.885;11.8
416;"98";"62";"4";92;93;697;736;39;12.358;18.5
417;"186";"85";"5";77;92;698;725;27;7.371;11.1
418;"343";"913";"6";49;119;700;727;27;7.738;11.6
419;"57";"510";"3";77;77;702;739;37;10.579;15.9
420;"416";"54";"14";93;92;702;742;40;11.993;18.0
421;"507";"59";"20";160;160;703;752;49;18.913;28.4
422;"1041";"338";"31";114;66;703;730;27;11.388;17.1
423;"944";"130";"29";159;14;704;732;28;11.702;17.6
424;"250";"22";"6";119;49;706;731;25;7.46;11.2
425;"173";"56";"5";92;77;710;735;25;7.504;11.3
426;"376";"165";"7";96;49;712;746;34;11.152;16.7
427;"99";"64";"4";92;93;717;756;39;12.358;18.5
428;"160";"26";"5";77;92;718;745;27;7.371;11.1
429;"262";"50";"6";49;119;720;747;27;7.738;11.6
430;"274";"80";"6";93;49;720;751;31;9.521;14.3
431;"971";"21";"30";501;42;720;733;13;4.347;6.5
432;"49";"484";"3";77;77;722;759;37;10.579;15.9
433;"417";"56";"14";93;92;722;762;40;11.993;18.0
434;"709";"44";"24";87;42;725;746;21;6.717;10.1
435;"810";"54";"26";58;72;726;756;30;9.569;14.4
436;"694";"610";"22";160;42;728;746;18;6.423;9.6
437;"187";"87";"5";92;77;730;755;25;7.504;11.3
438;"612";"26";"22";11;160;730;760;30;11.48;17.2
439;"907";"432";"27";25;49;730;740;10;3.236;4.9
440;"903";"224";"27";25;115;731;749;18;7.217;10.8
441;"351";"16";"7";49;96;735;770;35;11.216;16.8
442;"587";"474";"21";1;43;735;757;22;7.881;11.8
443;"555";"398";"21";43;1;736;759;23;7.961;11.9
444;"101";"68";"4";92;93;737;776;39;12.358;18.5
445;"174";"58";"5";77;92;738;765;27;7.371;11.1
446;"945";"132";"29";14;42;738;747;9;3.163;4.7
447;"251";"24";"6";49;93;740;773;33;9.623;14.4
448;"1042";"340";"31";66;114;741;769;28;10.178;15.3
449;"6";"22";"1";112;112;742;794;52;16.272;24.4
450;"23";"224";"3";77;77;742;779;37;10.579;15.9
451;"463";"397";"14";93;92;742;782;40;11.993;18.0
452;"344";"915";"6";119;49;746;771;25;7.46;11.2
453;"161";"28";"5";92;77;750;775;25;7.504;11.3
454;"441";"125";"14";93;92;752;792;40;11.993;18.0
455;"908";"434";"27";49;115;752;784;32;12.888;19.3
456;"904";"226";"27";115;25;755;775;20;7.885;11.8
457;"625";"110";"22";42;11;756;767;11;4.279;6.4
458;"102";"71";"4";92;93;757;796;39;12.358;18.5
459;"781";"330";"24";42;82;757;766;9;3.226;4.8
460;"209";"360";"5";77;92;758;785;27;7.371;11.1
461;"972";"25";"30";42;501;758;769;11;2.432;3.6
462;"275";"82";"6";49;119;760;787;27;7.738;11.6
463;"811";"58";"26";72;58;760;789;29;9.99;15.0
464;"58";"513";"3";77;77;762;799;37;10.579;15.9
465;"419";"60";"14";93;92;762;802;40;11.993;18.0
466;"499";"32";"20";160;160;763;812;49;18.913;28.4
467;"654";"181";"22";42;160;763;780;17;6.139;9.2
468;"263";"52";"6";119;49;766;791;25;7.46;11.2
469;"175";"60";"5";92;77;770;795;25;7.504;11.3
470;"588";"476";"21";43;25;771;781;10;2.953;4.4
471;"352";"18";"7";96;49;772;806;34;11.152;16.7
472;"459";"301";"14";93;92;772;812;40;11.993;18.0
473;"995";"257";"30";42;99;773;784;11;4.159;6.2
474;"377";"167";"7";49;96;775;810;35;11.216;16.8
475;"556";"400";"21";1;45;775;798;23;8.468;12.7
476;"782";"332";"24";82;87;775;805;30;10.317;15.5
